# SOURCE: Derived from pv_systems-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily PV energy output per hectare for low/medium/high density agri-PV systems
# UNITS: date=YYYY-MM-DD, low_density_kwh_per_ha, medium_density_kwh_per_ha, high_density_kwh_per_ha=kWh/hectare/day
# LOGIC: Energy = GHI * panel_area_per_ha * module_efficiency * tilt_factor * irradiance_factor * temp_derate * (1 - system_losses/100) * shading_factor. Cell temp estimated as (T_max+T_min)/2 + temp_adjustment_c. Temp derate = 1 + temp_coeff * (T_cell - T_ref).
# DEPENDENCIES: data/energy/pv_systems-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Cell temperature approximated from daily avg air temp + density-dependent offset. (2) GHI used as proxy for plane-of-array irradiance (tilt_factor applied as multiplier). (3) No hourly decomposition — daily totals only.
# DENSITIES: low=GCR 30%, shading 0.98, temp_adj +7.0C; medium=GCR 50%, shading 0.95, temp_adj +8.5C; high=GCR 80%, shading 0.87, temp_adj +10.5C
date,low_density_kwh_per_ha,medium_density_kwh_per_ha,high_density_kwh_per_ha
2015-06-15,5286.1,8402.17,12019.3
2015-06-16,5203.81,8271.21,11831.67
2015-06-17,5189.09,8247.71,11797.83
2015-06-18,5242.04,8331.86,11918.18
2015-06-19,5011.23,7964.73,11392.49
2015-06-20,5120.87,8139.31,11642.85
2015-06-21,5237.52,8324.92,11908.71
2015-06-22,5206.86,8276.1,11838.7
2015-06-23,5270.06,8376.56,11982.45
2015-06-24,5282.6,8396.58,12011.26
2015-06-25,5255.53,8353.66,11950.09
2015-06-26,5201.62,8267.86,11827.1
2015-06-27,4917.02,7815.24,11179.13
2015-06-28,4318.65,6864.21,9818.85
2015-06-29,5012.55,7967.29,11397.05
2015-06-30,5015.34,7971.65,11403.15
2015-07-01,5056.12,8036.46,11495.84
2015-07-02,4856.05,7718.45,11040.94
2015-07-03,5060.63,8043.61,11506.04
2015-07-04,5006.11,7956.92,11381.94
2015-07-05,4813.87,7651.19,10944.29
2015-07-06,4843.77,7698.8,11012.57
2015-07-07,5087.42,8086.17,11566.87
2015-07-08,5112.59,8126.14,11623.97
2015-07-09,5080.4,8074.91,11550.57
2015-07-10,5036.46,8005.11,11450.8
2015-07-11,4937.92,7848.42,11226.55
2015-07-12,5097.08,8101.45,11588.61
2015-07-13,4980.9,7916.87,11324.74
2015-07-14,4884.2,7763.05,11104.45
2015-07-15,4957.49,7879.45,11270.78
2015-07-16,4919.2,7818.54,11183.54
2015-07-17,4907.71,7800.32,11157.58
2015-07-18,4947.3,7863.22,11247.51
2015-07-19,5059.62,8041.78,11502.97
2015-07-20,5031.66,7997.35,11439.46
2015-07-21,4983.33,7920.57,11329.72
2015-07-22,4922.04,7823.07,11190.06
2015-07-23,4896.6,7782.54,11131.9
2015-07-24,4837.98,7689.15,10997.89
2015-07-25,4734.59,7524.91,10763.13
2015-07-26,4755.16,7557.75,10810.4
2015-07-27,4642.97,7379.45,10555.4
2015-07-28,4960.4,7883.97,11277.03
2015-07-29,4567.53,7259.35,10383.21
2015-07-30,4658.6,7404.09,10590.26
2015-07-31,4599.88,7310.78,10456.81
2015-08-01,4536.7,7210.29,10312.94
2015-08-02,4361.66,6932.09,9915.01
2015-08-03,4316.31,6860.02,9811.96
2015-08-04,3897.61,6194.57,8860.15
2015-08-05,4198.98,6673.61,9545.44
2015-08-06,4611.78,7329.75,10484.03
2015-08-07,4588.69,7292.91,10431.09
2015-08-08,4542.36,7219.2,10325.5
2015-08-09,4486.58,7130.54,10198.67
2015-08-10,4558.28,7244.48,10361.64
2015-08-11,4545.27,7223.9,10332.36
2015-08-12,4475.95,7113.79,10174.99
2015-08-13,4673.79,7428.41,10625.35
2015-08-14,4679.58,7437.61,10638.5
2015-08-15,4601.45,7313.24,10460.27
2015-08-16,4489.77,7135.62,10205.99
2015-08-17,4374.35,6952.27,9943.88
2015-08-18,4363.55,6935.2,9919.65
2015-08-19,4320.54,6866.88,9822.0
2015-08-20,4292.13,6821.69,9757.29
2015-08-21,4339.95,6897.73,9866.14
2015-08-22,4398.07,6990.18,9998.54
2015-08-23,4346.86,6908.87,9882.35
2015-08-24,4369.01,6944.09,9932.8
2015-08-25,4462.67,7093.03,10145.97
2015-08-26,4351.18,6915.85,9892.57
2015-08-27,3802.6,6043.85,8645.1
2015-08-28,4279.1,6801.16,9728.26
2015-08-29,4267.4,6782.56,9701.66
2015-08-30,4480.44,7121.27,10186.36
2015-08-31,4602.97,7316.12,10465.28
2015-09-01,4492.89,7141.02,10214.52
2015-09-02,4417.86,7021.78,10044.02
2015-09-03,4284.04,6809.04,9739.61
2015-09-04,4169.04,6626.25,9478.15
2015-09-05,4318.68,6864.18,9818.63
2015-09-06,4363.47,6935.38,9920.52
2015-09-07,4407.86,7006.0,10021.65
2015-09-08,3532.41,5614.41,8030.84
2015-09-09,2768.81,4400.62,6294.4
2015-09-10,3259.44,5180.46,7409.92
2015-09-11,3456.29,5493.31,7857.39
2015-09-12,2963.28,4709.68,6736.42
2015-09-13,3235.76,5142.77,7355.93
2015-09-14,3451.24,5485.33,7846.08
2015-09-15,3498.89,5561.11,7954.55
2015-09-16,3743.45,5949.84,8510.64
2015-09-17,3952.52,6282.13,8985.91
2015-09-18,3860.89,6136.57,8777.86
2015-09-19,3344.03,5314.99,7602.53
2015-09-20,2848.6,4527.5,6476.0
2015-09-21,4036.0,6414.84,9175.82
2015-09-22,4025.64,6398.34,9152.16
2015-09-23,3958.34,6291.32,8998.97
2015-09-24,3659.16,5815.74,8318.56
2015-09-25,3593.49,5711.31,8169.11
2015-09-26,3808.25,6052.72,8657.61
2015-09-27,3832.49,6091.4,8713.19
2015-09-28,3739.24,5943.2,8501.26
2015-09-29,3690.56,5865.75,8390.28
2015-09-30,3672.67,5837.27,8349.46
2015-10-01,3625.87,5763.02,8243.55
2015-10-02,3185.86,5063.67,7243.2
2015-10-03,3385.36,5380.68,7696.48
2015-10-04,3410.91,5421.39,7754.9
2015-10-05,3379.56,5371.63,7683.89
2015-10-06,3536.25,5620.76,8040.42
2015-10-07,3514.83,5586.74,7991.78
2015-10-08,3586.87,5701.25,8155.58
2015-10-09,3617.64,5750.07,8225.24
2015-10-10,3595.84,5715.47,8175.87
2015-10-11,3559.64,5657.89,8093.43
2015-10-12,3511.3,5581.02,7983.38
2015-10-13,3280.9,5214.82,7459.55
2015-10-14,3361.17,5342.36,7641.93
2015-10-15,3318.37,5274.32,7544.6
2015-10-16,3159.41,5021.66,7183.15
2015-10-17,3145.87,5000.09,7152.19
2015-10-18,2598.39,4129.89,5907.39
2015-10-19,2984.74,4744.0,6785.91
2015-10-20,2542.37,4040.97,5780.43
2015-10-21,2618.3,4161.67,5953.14
2015-10-22,3036.58,4826.5,6904.14
2015-10-23,1947.97,3096.15,4428.83
2015-10-24,2976.07,4730.28,6766.42
2015-10-25,2586.26,4110.7,5880.11
2015-10-26,2639.7,4195.81,6002.18
2015-10-27,2990.66,4753.67,6800.26
2015-10-28,2886.72,4588.55,6564.23
2015-10-29,3064.87,4871.82,6969.63
2015-10-30,3185.63,5063.76,7244.18
2015-10-31,3142.62,4995.34,7146.22
2015-11-01,3020.68,4801.39,6868.51
2015-11-02,2942.33,4676.81,6690.23
2015-11-03,2778.96,4417.15,6318.8
2015-11-04,2624.9,4172.35,5968.77
2015-11-05,2923.75,4647.5,6648.73
2015-11-06,2737.32,4351.16,6224.76
2015-11-07,2863.91,4552.35,6512.55
2015-11-08,2798.56,4448.45,6363.86
2015-11-09,2913.63,4631.43,6625.77
2015-11-10,2974.9,4728.92,6765.41
2015-11-11,2925.61,4650.53,6653.17
2015-11-12,2900.57,4610.71,6596.2
2015-11-13,2881.86,4580.83,6553.19
2015-11-14,2526.62,4016.13,5745.28
2015-11-15,1721.81,2736.82,3915.05
2015-11-16,2433.45,3868.12,5533.7
2015-11-17,2522.78,4010.22,5737.2
2015-11-18,2745.55,4364.33,6243.81
2015-11-19,2760.18,4387.52,6276.85
2015-11-20,2483.76,3948.09,5648.13
2015-11-21,2465.33,3918.76,5606.08
2015-11-22,2684.45,4267.13,6104.59
2015-11-23,2599.83,4132.64,5912.21
2015-11-24,2557.56,4065.5,5816.26
2015-11-25,2502.32,3977.69,5690.64
2015-11-26,2535.69,4030.65,5766.28
2015-11-27,2530.02,4021.6,5753.24
2015-11-28,2245.21,3568.82,5105.4
2015-11-29,2085.05,3314.29,4741.35
2015-11-30,2471.84,3929.24,5621.33
2015-12-01,1872.97,2977.34,4259.62
2015-12-02,2707.16,4303.44,6156.95
2015-12-03,2661.7,4231.15,6053.49
2015-12-04,2617.19,4160.4,5952.26
2015-12-05,2548.16,4050.71,5795.4
2015-12-06,2623.37,4170.35,5966.76
2015-12-07,2715.19,4316.26,6175.39
2015-12-08,2619.68,4164.37,5957.97
2015-12-09,2671.14,4246.19,6075.06
2015-12-10,2587.56,4113.3,5884.89
2015-12-11,2552.14,4057.07,5804.56
2015-12-12,2503.57,3979.86,5694.11
2015-12-13,1700.91,2703.97,3868.81
2015-12-14,2330.66,3705.05,5301.06
2015-12-15,2565.85,4078.86,5835.75
2015-12-16,2492.33,3961.95,5668.42
2015-12-17,2457.25,3906.25,5588.85
2015-12-18,2389.66,3798.86,5435.31
2015-12-19,2478.5,3940.06,5637.25
2015-12-20,2527.87,4018.53,5749.51
2015-12-21,2514.12,3996.62,5718.07
2015-12-22,2419.04,3845.47,5501.79
2015-12-23,2338.52,3717.47,5318.67
2015-12-24,2150.77,3419.05,4891.8
2015-12-25,2568.97,4083.84,5842.92
2015-12-26,2599.8,4132.82,5912.9
2015-12-27,2544.48,4044.84,5786.95
2015-12-28,2559.68,4068.97,5821.43
2015-12-29,1154.41,1835.11,2625.5
2015-12-30,2302.74,3660.65,5237.49
2015-12-31,1994.43,3170.57,4536.38
2016-01-01,1942.75,3088.5,4419.11
2016-01-02,2652.59,4217.07,6034.09
2016-01-03,2677.38,4256.34,6090.0
2016-01-04,2663.09,4233.52,6057.16
2016-01-05,2633.63,4186.66,5990.05
2016-01-06,2625.6,4173.78,5971.43
2016-01-07,2305.9,3665.51,5244.14
2016-01-08,1922.15,3055.64,4371.9
2016-01-09,2240.3,3561.39,5095.47
2016-01-10,2718.57,4321.66,6183.16
2016-01-11,2609.13,4147.61,5934.02
2016-01-12,2731.29,4341.79,6211.8
2016-01-13,2705.25,4300.39,6152.54
2016-01-14,2731.46,4342.06,6212.18
2016-01-15,2756.81,4382.46,6270.16
2016-01-16,2779.75,4418.85,6322.12
2016-01-17,2788.73,4433.06,6342.31
2016-01-18,2409.48,3830.42,5480.57
2016-01-19,2374.94,3775.58,5402.22
2016-01-20,2686.77,4271.28,6111.43
2016-01-21,2211.32,3515.29,5029.47
2016-01-22,2867.25,4558.09,6521.59
2016-01-23,2763.16,4392.64,6284.9
2016-01-24,2655.62,4221.86,6040.89
2016-01-25,2625.47,4173.98,5972.49
2016-01-26,2440.7,3880.24,5552.18
2016-01-27,1927.73,3064.73,4385.32
2016-01-28,3087.59,4908.59,7023.51
2016-01-29,3030.26,4817.4,6892.95
2016-01-30,3066.29,4874.57,6974.54
2016-01-31,3176.21,5049.25,7224.33
2016-02-01,3204.21,5093.74,7287.94
2016-02-02,3047.4,4844.41,6931.13
2016-02-03,3202.16,5090.38,7282.93
2016-02-04,3174.85,5046.9,7220.6
2016-02-05,1998.35,3176.61,4544.64
2016-02-06,2879.22,4577.12,6548.81
2016-02-07,2954.45,4696.88,6720.5
2016-02-08,3287.34,5226.12,7477.81
2016-02-09,3342.73,5313.94,7603.01
2016-02-10,3133.59,4981.55,7127.58
2016-02-11,3365.97,5350.97,7656.13
2016-02-12,3354.28,5332.17,7628.81
2016-02-13,3130.86,4976.93,7120.4
2016-02-14,3447.86,5480.79,7841.18
2016-02-15,3496.75,5558.33,7951.76
2016-02-16,3474.61,5523.06,7901.16
2016-02-17,3314.56,5268.65,7537.21
2016-02-18,2523.62,4011.47,5738.83
2016-02-19,3347.71,5321.36,7612.65
2016-02-20,3519.86,5595.27,8005.02
2016-02-21,3395.86,5398.25,7723.33
2016-02-22,2322.56,3692.22,5282.75
2016-02-23,3632.68,5774.93,8262.68
2016-02-24,3690.94,5867.3,8394.33
2016-02-25,3663.18,5823.01,8330.67
2016-02-26,3679.04,5848.15,8366.52
2016-02-27,3780.31,6009.28,8597.33
2016-02-28,3783.02,6013.47,8603.1
2016-02-29,3543.81,5632.98,8058.26
2016-03-01,3490.77,5548.68,7937.7
2016-03-02,2943.45,4678.7,6693.12
2016-03-03,3429.16,5451.12,7798.82
2016-03-04,3923.57,6237.11,8923.45
2016-03-05,3990.02,6342.64,9074.22
2016-03-06,3513.72,5585.56,7991.21
2016-03-07,3889.11,6182.22,8844.69
2016-03-08,3909.22,6214.1,8890.15
2016-03-09,3819.8,6071.9,8686.59
2016-03-10,3628.25,5767.41,8250.99
2016-03-11,3636.08,5779.82,8268.68
2016-03-12,2564.66,4076.7,5832.12
2016-03-13,1763.52,2803.19,4010.16
2016-03-14,3201.31,5088.85,7280.38
2016-03-15,3676.87,5844.91,8362.28
2016-03-16,4192.85,6665.26,9536.19
2016-03-17,4329.23,6882.01,9846.2
2016-03-18,4259.33,6770.83,9687.03
2016-03-19,3998.02,6355.23,9092.01
2016-03-20,4087.19,6497.17,9295.45
2016-03-21,4552.39,7236.79,10353.85
2016-03-22,4490.73,7138.79,10213.64
2016-03-23,4047.7,6434.3,9205.29
2016-03-24,2928.89,4655.67,6660.4
2016-03-25,2818.81,4480.61,6409.8
2016-03-26,1690.41,2686.94,3843.78
2016-03-27,3848.61,6117.73,8752.21
2016-03-28,4578.82,7278.72,10413.69
2016-03-29,4674.44,7430.79,10631.36
2016-03-30,4621.93,7347.25,10511.72
2016-03-31,4619.36,7342.93,10505.07
2016-04-01,4676.45,7433.55,10634.48
2016-04-02,4640.56,7376.51,10552.9
2016-04-03,4556.76,7243.18,10361.92
2016-04-04,4545.01,7224.51,10335.23
2016-04-05,4395.29,6986.46,9994.56
2016-04-06,4338.25,6895.78,9864.81
2016-04-07,4582.19,7283.43,10419.17
2016-04-08,4022.29,6393.17,9145.07
2016-04-09,3295.93,5238.68,7493.63
2016-04-10,2452.01,3897.44,5575.3
2016-04-11,4232.89,6728.18,9624.77
2016-04-12,4789.46,7613.33,10891.96
2016-04-13,4136.56,6575.55,9407.41
2016-04-14,4501.18,7155.1,10236.44
2016-04-15,4822.9,7666.34,10967.48
2016-04-16,4823.42,7666.84,10967.6
2016-04-17,4787.48,7609.54,10885.29
2016-04-18,4840.58,7694.06,11006.43
2016-04-19,4743.64,7539.89,10785.73
2016-04-20,4592.32,7299.34,10441.55
2016-04-21,4485.94,7130.05,10199.0
2016-04-22,4532.83,7204.62,10305.73
2016-04-23,4638.6,7372.7,10546.11
2016-04-24,4505.37,7161.09,10243.67
2016-04-25,4623.74,7349.2,10512.71
2016-04-26,4685.77,7447.75,10653.63
2016-04-27,4284.84,6810.71,9742.8
2016-04-28,5141.35,8172.42,11691.27
2016-04-29,5153.58,8191.81,11718.93
2016-04-30,4975.61,7908.65,11313.34
2016-05-01,4770.85,7582.95,10846.93
2016-05-02,4795.57,7622.37,10903.59
2016-05-03,4482.39,7124.38,10190.84
2016-05-04,3269.12,5196.28,7433.38
2016-05-05,4569.67,7263.45,10390.4
2016-05-06,4679.6,7438.45,10641.27
2016-05-07,4873.87,7747.28,11083.12
2016-05-08,3760.36,5977.2,8550.71
2016-05-09,4408.04,7006.47,10022.66
2016-05-10,4846.15,7702.74,11018.5
2016-05-11,5020.55,7980.24,11416.03
2016-05-12,5187.53,8245.67,11795.77
2016-05-13,4834.47,7684.08,10991.64
2016-05-14,4750.46,7550.11,10799.15
2016-05-15,4757.05,7560.54,10813.99
2016-05-16,4826.36,7670.46,10970.74
2016-05-17,4743.47,7539.31,10784.3
2016-05-18,4722.43,7506.03,10736.99
2016-05-19,5187.67,8245.8,11795.78
2016-05-20,5291.24,8410.52,12031.58
2016-05-21,4860.32,7725.33,11050.92
2016-05-22,4838.72,7690.55,11000.35
2016-05-23,4701.58,7473.09,10690.27
2016-05-24,5152.62,8190.24,11716.58
2016-05-25,5297.9,8421.01,12046.42
2016-05-26,5094.5,8097.38,11582.83
2016-05-27,5067.82,8055.37,11523.48
2016-05-28,5263.92,8367.16,11969.69
2016-05-29,5310.11,8440.61,12074.81
2016-05-30,5260.3,8361.2,11960.77
2016-05-31,5231.74,8315.59,11895.12
2016-06-01,4988.78,7929.15,11341.8
2016-06-02,4902.03,7791.11,11144.06
2016-06-03,4866.2,7734.08,11062.31
2016-06-04,4645.48,7383.07,10559.83
2016-06-05,4609.0,7325.07,10476.86
2016-06-06,5010.85,7964.03,11391.32
2016-06-07,5017.71,7974.93,11406.93
2016-06-08,4912.45,7807.35,11166.66
2016-06-09,4977.7,7911.73,11317.25
2016-06-10,5196.97,8260.44,11816.42
2016-06-11,5132.33,8157.57,11669.04
2016-06-12,4855.84,7717.76,11039.25
2016-06-13,4803.8,7634.84,10920.24
2016-06-14,4743.9,7539.64,10784.08
2016-06-15,4890.6,7772.81,11117.63
2016-06-16,5280.81,8393.5,12006.4
2016-06-17,5187.24,8244.75,11793.58
2016-06-18,5078.68,8072.21,11546.78
2016-06-19,4982.44,7918.94,11326.93
2016-06-20,5108.24,8118.93,11613.07
2016-06-21,5257.48,8356.16,11952.47
2016-06-22,5209.82,8280.32,11843.83
2016-06-23,5171.09,8218.83,11756.01
2016-06-24,5080.89,8075.48,11550.96
2016-06-25,4976.75,7909.89,11314.0
2016-06-26,4916.41,7813.94,11176.66
2016-06-27,4825.38,7669.31,10969.86
2016-06-28,5055.81,8035.83,11494.67
2016-06-29,4992.22,7934.69,11349.87
2016-06-30,5147.68,8181.68,11702.97
2016-07-01,5135.63,8162.7,11676.16
2016-07-02,5268.13,8373.34,11977.55
2016-07-03,5099.04,8104.5,11592.83
2016-07-04,5026.7,7989.52,11428.36
2016-07-05,5098.74,8103.97,11591.98
2016-07-06,4980.45,7915.94,11322.96
2016-07-07,5031.64,7997.23,11439.11
2016-07-08,4932.02,7838.91,11212.69
2016-07-09,4896.4,7782.27,11131.59
2016-07-10,4845.94,7702.04,11016.79
2016-07-11,4806.93,7640.02,10928.05
2016-07-12,4717.22,7497.35,10723.81
2016-07-13,4728.01,7514.45,10748.16
2016-07-14,4839.05,7691.04,11000.97
2016-07-15,4903.38,7793.31,11147.32
2016-07-16,5060.24,8042.67,11504.08
2016-07-17,4991.21,7933.08,11347.55
2016-07-18,4825.1,7669.13,10970.12
2016-07-19,4845.37,7701.32,11016.11
2016-07-20,4745.85,7543.02,10789.46
2016-07-21,4882.77,7760.64,11100.71
2016-07-22,4866.4,7734.58,11063.39
2016-07-23,4903.57,7793.66,11147.9
2016-07-24,5006.73,7957.81,11383.06
2016-07-25,4955.0,7875.52,11265.22
2016-07-26,4804.01,7635.35,10921.32
2016-07-27,4903.38,7793.31,11147.32
2016-07-28,4904.89,7795.86,11151.24
2016-07-29,4797.02,7624.38,10905.87
2016-07-30,4702.69,7474.5,10691.61
2016-07-31,4645.79,7383.96,10561.89
2016-08-01,4565.67,7256.51,10379.38
2016-08-02,4370.53,6946.35,9935.7
2016-08-03,4415.54,7017.9,10038.09
2016-08-04,4428.11,7037.93,10066.83
2016-08-05,4545.72,7224.83,10334.14
2016-08-06,4641.99,7377.8,10552.85
2016-08-07,4814.15,7651.5,10944.48
2016-08-08,4730.07,7517.95,10753.64
2016-08-09,4608.41,7324.58,10477.02
2016-08-10,4613.94,7333.41,10489.73
2016-08-11,4483.3,7125.74,10192.62
2016-08-12,4546.39,7226.04,10336.13
2016-08-13,4605.81,7320.53,10471.36
2016-08-14,4578.67,7277.27,10409.27
2016-08-15,4606.76,7321.99,10473.38
2016-08-16,4749.59,7549.09,10798.37
2016-08-17,4753.92,7556.09,10808.61
2016-08-18,4677.44,7434.42,10634.34
2016-08-19,4575.13,7271.76,10401.59
2016-08-20,4422.83,7029.64,10055.15
2016-08-21,4452.61,7076.97,10122.85
2016-08-22,4548.87,7229.91,10341.53
2016-08-23,4528.82,7198.08,10296.06
2016-08-24,4523.86,7190.2,10284.8
2016-08-25,4492.82,7140.9,10214.36
2016-08-26,4392.57,6981.53,9986.34
2016-08-27,4202.26,6678.94,9553.29
2016-08-28,3373.76,5362.19,7669.95
2016-08-29,3691.05,5866.48,8391.25
2016-08-30,4139.72,6579.7,9411.66
2016-08-31,4242.93,6743.79,9646.47
2016-09-01,4314.7,6857.91,9809.77
2016-09-02,4429.39,7040.24,10070.68
2016-09-03,4397.12,6988.93,9997.25
2016-09-04,4343.34,6903.42,9874.85
2016-09-05,4256.43,6765.18,9676.91
2016-09-06,4239.14,6737.7,9637.61
2016-09-07,4307.85,6847.01,9794.17
2016-09-08,4300.41,6835.27,9777.53
2016-09-09,4263.29,6776.26,9693.12
2016-09-10,4199.36,6674.45,9547.08
2016-09-11,4184.57,6650.83,9513.1
2016-09-12,4107.64,6528.66,9338.53
2016-09-13,4063.56,6458.72,9238.72
2016-09-14,4118.05,6545.32,9362.6
2016-09-15,4072.55,6472.99,9259.09
2016-09-16,4027.03,6400.65,9155.66
2016-09-17,4074.14,6475.66,9263.19
2016-09-18,4073.15,6474.03,9260.76
2016-09-19,4116.98,6543.71,9360.45
2016-09-20,4077.79,6481.25,9270.81
2016-09-21,4058.07,6449.81,9225.64
2016-09-22,3952.26,6281.66,8985.15
2016-09-23,3981.81,6328.8,9052.92
2016-09-24,3933.76,6252.53,8944.0
2016-09-25,3851.2,6121.36,8756.49
2016-09-26,3914.33,6221.73,8900.09
2016-09-27,3940.44,6263.24,8959.51
2016-09-28,3931.9,6249.68,8940.16
2016-09-29,3849.24,6118.23,8751.98
2016-09-30,3788.95,6022.35,8614.76
2016-10-01,3785.49,6016.84,8606.81
2016-10-02,3791.86,6026.87,8621.0
2016-10-03,3758.7,5974.15,8545.54
2016-10-04,3725.21,5921.13,8470.08
2016-10-05,3776.97,6003.36,8587.68
2016-10-06,3748.58,5958.26,8523.18
2016-10-07,3724.81,5920.48,8469.16
2016-10-08,3652.33,5805.32,8304.51
2016-10-09,3662.16,5820.75,8326.21
2016-10-10,3544.56,5633.86,8058.92
2016-10-11,3531.5,5613.19,8029.51
2016-10-12,3515.11,5587.09,7992.13
2016-10-13,3524.9,5602.65,8014.34
2016-10-14,3518.18,5591.96,7999.05
2016-10-15,3485.4,5539.93,7924.76
2016-10-16,3371.18,5358.39,7665.09
2016-10-17,3419.73,5435.6,7775.62
2016-10-18,3317.13,5272.49,7542.22
2016-10-19,3337.98,5305.69,7589.84
2016-10-20,3176.54,5049.1,7222.83
2016-10-21,3117.32,4954.99,7088.22
2016-10-22,3189.37,5069.45,7251.86
2016-10-23,2410.17,3830.98,5480.33
2016-10-24,3248.4,5163.27,7386.04
2016-10-25,3178.52,5052.31,7227.53
2016-10-26,2632.89,4184.93,5986.53
2016-10-27,1351.46,2148.16,3072.99
2016-10-28,2899.51,4608.84,6593.16
2016-10-29,3087.17,4907.12,7019.84
2016-10-30,3125.78,4968.46,7107.52
2016-10-31,3098.66,4925.41,7046.08
2016-11-01,2352.37,3739.18,5349.15
2016-11-02,2735.07,4347.6,6219.72
2016-11-03,2971.01,4722.61,6756.16
2016-11-04,2964.21,4711.81,6740.69
2016-11-05,3015.08,4792.66,6856.39
2016-11-06,3055.68,4857.18,6948.65
2016-11-07,2668.38,4241.51,6067.8
2016-11-08,2910.74,4626.69,6618.69
2016-11-09,2824.91,4490.16,6423.21
2016-11-10,2369.87,3766.86,5388.46
2016-11-11,2516.84,4000.51,5722.79
2016-11-12,2799.68,4450.06,6365.83
2016-11-13,2824.91,4490.16,6423.21
2016-11-14,2762.89,4391.61,6282.31
2016-11-15,2844.73,4521.77,6468.61
2016-11-16,2658.48,4225.79,6045.34
2016-11-17,2675.44,4252.83,6084.18
2016-11-18,2608.57,4146.5,5931.99
2016-11-19,2419.67,3846.16,5502.18
2016-11-20,1995.94,3172.58,4538.5
2016-11-21,2499.6,3973.16,5683.78
2016-11-22,2181.06,3466.83,4959.46
2016-11-23,1746.26,2775.76,3970.94
2016-11-24,2596.32,4127.02,5904.12
2016-11-25,2646.58,4207.02,6018.76
2016-11-26,2508.16,3987.02,5704.07
2016-11-27,2569.64,4084.69,5843.71
2016-11-28,2490.79,3959.33,5664.3
2016-11-29,1651.96,2625.89,3756.59
2016-11-30,2261.09,3594.14,5141.76
2016-12-01,1740.14,2766.21,3957.61
2016-12-02,2034.88,3234.85,4628.31
2016-12-03,2480.72,3943.56,5642.21
2016-12-04,1806.13,2871.1,4107.64
2016-12-05,2561.19,4071.34,5824.75
2016-12-06,2552.99,4058.34,5806.21
2016-12-07,2501.35,3976.18,5688.56
2016-12-08,2473.19,3931.44,5624.59
2016-12-09,2572.6,4089.56,5850.98
2016-12-10,2634.06,4187.29,5990.87
2016-12-11,2513.1,3995.0,5715.73
2016-12-12,2601.79,4135.94,5917.3
2016-12-13,2468.34,3923.83,5613.9
2016-12-14,2027.85,3223.72,4612.45
2016-12-15,2606.29,4143.35,5928.4
2016-12-16,2475.04,3934.57,5629.44
2016-12-17,2431.47,3865.22,5530.05
2016-12-18,2415.12,3839.2,5492.77
2016-12-19,2585.96,4110.93,5881.82
2016-12-20,2642.27,4200.49,6010.05
2016-12-21,2604.91,4141.06,5924.93
2016-12-22,2401.91,3818.29,5463.02
2016-12-23,1390.25,2210.05,3162.0
2016-12-24,1191.03,1893.4,2709.06
2016-12-25,2561.17,4071.61,5825.75
2016-12-26,2363.62,3757.55,5376.36
2016-12-27,2447.77,3891.35,5567.83
2016-12-28,2640.69,4198.07,6006.73
2016-12-29,2583.43,4106.98,5876.32
2016-12-30,2627.1,4176.4,5975.64
2016-12-31,2559.95,4069.67,5822.96
2017-01-01,1673.59,2660.57,3806.77
2017-01-02,2556.42,4064.03,5814.83
2017-01-03,2433.68,3868.93,5535.73
2017-01-04,2648.81,4210.89,6024.94
2017-01-05,2144.79,3409.59,4878.36
2017-01-06,2616.19,4158.89,5950.25
2017-01-07,2633.96,4187.27,5991.11
2017-01-08,2718.02,4321.0,6182.64
2017-01-09,2565.24,4078.15,5835.25
2017-01-10,2533.49,4027.64,5762.89
2017-01-11,2659.33,4227.59,6048.8
2017-01-12,2048.14,3255.89,4658.32
2017-01-13,2582.89,4105.98,5874.62
2017-01-14,1981.26,3149.5,4505.96
2017-01-15,2689.48,4275.38,6116.9
2017-01-16,2476.41,3936.68,5632.3
2017-01-17,2050.75,3259.97,4664.03
2017-01-18,1861.49,2959.14,4233.69
2017-01-19,2825.23,4491.21,6425.75
2017-01-20,2189.83,3481.12,4980.53
2017-01-21,2870.09,4562.48,6527.65
2017-01-22,2817.23,4478.49,6407.52
2017-01-23,2874.57,4569.6,6537.8
2017-01-24,2421.35,3849.07,5506.8
2017-01-25,1943.05,3088.65,4418.73
2017-01-26,1235.84,1964.6,2810.85
2017-01-27,2662.14,4232.08,6055.27
2017-01-28,2948.43,4687.37,6706.98
2017-01-29,3065.16,4872.87,6972.26
2017-01-30,3127.7,4972.2,7114.2
2017-01-31,3157.58,5019.77,7182.42
2017-02-01,2363.51,3757.38,5376.12
2017-02-02,3223.06,5123.88,7331.41
2017-02-03,3233.31,5140.08,7354.38
2017-02-04,3022.82,4805.34,6875.23
2017-02-05,3248.1,5163.47,7387.62
2017-02-06,3264.07,5188.78,7423.72
2017-02-07,3277.67,5210.33,7454.39
2017-02-08,3035.06,4824.67,6902.63
2017-02-09,3312.64,5266.07,7534.45
2017-02-10,3291.45,5232.33,7486.05
2017-02-11,3308.92,5260.14,7525.91
2017-02-12,3148.71,5005.48,7161.59
2017-02-13,3322.05,5281.14,7556.22
