# SOURCE: Derived from pv_systems-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily PV energy output per hectare for low/medium/high density agri-PV systems
# UNITS: date=YYYY-MM-DD, low_density_kwh_per_ha, medium_density_kwh_per_ha, high_density_kwh_per_ha=kWh/hectare/day
# LOGIC: Energy = GHI * panel_area_per_ha * module_efficiency * tilt_factor * irradiance_factor * temp_derate * (1 - system_losses/100) * shading_factor. Cell temp estimated as (T_max+T_min)/2 + temp_adjustment_c. Temp derate = 1 + temp_coeff * (T_cell - T_ref).
# DEPENDENCIES: data/energy/pv_systems-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Cell temperature approximated from daily avg air temp + density-dependent offset. (2) GHI used as proxy for plane-of-array irradiance (tilt_factor applied as multiplier). (3) No hourly decomposition — daily totals only.
# DENSITIES: low=GCR 30%, shading 0.98, temp_adj +7.0C; medium=GCR 50%, shading 0.95, temp_adj +8.5C; high=GCR 80%, shading 0.87, temp_adj +10.5C
date,low_density_kwh_per_ha,medium_density_kwh_per_ha,high_density_kwh_per_ha
2017-07-08,4928.95,7834.24,11206.4
2017-07-09,4794.41,7620.2,10899.86
2017-07-10,4448.6,7070.46,10113.32
2017-07-11,4012.92,6377.9,9122.47
2017-07-12,4277.17,6798.07,9723.81
2017-07-13,4708.75,7484.09,10705.25
2017-07-14,4677.17,7433.75,10632.96
2017-07-15,4862.12,7727.6,11053.08
2017-07-16,4868.74,7737.96,11067.55
2017-07-17,4839.67,7691.9,11001.95
2017-07-18,4737.38,7529.32,10769.39
2017-07-19,4755.83,7558.82,10811.94
2017-07-20,4449.35,7071.85,10115.65
2017-07-21,4709.38,7485.15,10706.85
2017-07-22,4709.19,7484.8,10706.26
2017-07-23,4513.43,7173.63,10261.12
2017-07-24,4504.74,7159.85,10241.46
2017-07-25,4469.6,7103.91,10161.29
2017-07-26,4563.45,7253.01,10374.43
2017-07-27,4600.82,7312.32,10459.12
2017-07-28,4449.36,7071.54,10114.61
2017-07-29,4657.19,7401.98,10587.49
2017-07-30,4820.01,7661.0,10958.41
2017-07-31,4753.17,7554.72,10806.3
2017-08-01,4598.22,7308.36,10453.76
2017-08-02,4568.88,7261.64,10386.77
2017-08-03,4616.77,7337.71,10495.49
2017-08-04,4808.13,7641.89,10930.65
2017-08-05,4854.9,7716.31,11037.25
2017-08-06,4746.18,7543.46,10789.92
2017-08-07,4637.1,7370.12,10542.06
2017-08-08,4647.89,7387.32,10566.72
2017-08-09,4421.76,7027.83,10052.38
2017-08-10,4559.31,7246.4,10364.92
2017-08-11,4602.11,7314.39,10462.1
2017-08-12,4497.4,7148.03,10224.28
2017-08-13,4598.5,7308.66,10453.94
2017-08-14,4544.4,7222.68,10330.94
2017-08-15,4610.69,7328.18,10482.12
2017-08-16,4674.59,7429.91,10627.94
2017-08-17,4592.17,7298.83,10440.3
2017-08-18,4347.47,6909.84,9883.75
2017-08-19,4279.06,6800.96,9727.71
2017-08-20,4134.93,6571.97,9400.35
2017-08-21,4185.62,6652.51,9515.5
2017-08-22,4355.07,6921.96,9901.2
2017-08-23,4403.59,6999.1,10011.54
2017-08-24,4205.96,6684.9,9561.96
2017-08-25,4216.35,6701.4,9585.54
2017-08-26,4121.87,6551.29,9370.93
2017-08-27,4340.3,6898.47,9867.56
2017-08-28,4225.43,6715.9,9606.41
2017-08-29,4415.25,7017.67,10038.19
2017-08-30,4429.6,7040.5,10070.87
2017-08-31,4482.05,7123.92,10190.35
2017-09-01,4470.9,7106.22,10165.04
2017-09-02,4321.06,6868.06,9824.39
2017-09-03,4243.85,6745.26,9648.59
2017-09-04,4238.07,6736.08,9635.45
2017-09-05,4198.76,6673.53,9545.85
2017-09-06,4291.61,6821.18,9757.16
2017-09-07,4381.9,6964.82,9962.89
2017-09-08,4327.79,6878.76,9839.71
2017-09-09,4100.22,6516.99,9322.09
2017-09-10,3959.85,6293.83,9002.76
2017-09-11,3902.79,6203.03,8872.66
2017-09-12,3937.89,6258.67,8951.98
2017-09-13,3944.55,6269.17,8966.84
2017-09-14,3931.01,6248.0,8937.23
2017-09-15,4013.55,6379.39,9125.58
2017-09-16,4135.43,6573.09,9402.56
2017-09-17,4089.83,6500.57,9298.79
2017-09-18,4094.25,6507.64,9308.97
2017-09-19,4004.24,6364.49,9104.03
2017-09-20,4010.67,6374.71,9118.66
2017-09-21,4024.83,6397.04,9150.29
2017-09-22,3856.69,6129.68,8767.61
2017-09-23,3732.5,5932.44,8485.76
2017-09-24,3869.99,6151.23,8799.22
2017-09-25,3962.52,6298.23,9009.35
2017-09-26,3862.2,6138.75,8781.17
2017-09-27,3792.28,6027.69,8622.43
2017-09-28,3774.2,5998.99,8581.47
2017-09-29,3822.67,6075.98,8691.52
2017-09-30,3879.67,6166.55,8821.02
2017-10-01,3894.54,6190.11,8854.59
2017-10-02,3774.94,5999.9,8582.27
2017-10-03,3731.68,5931.36,8484.65
2017-10-04,3780.52,6009.04,8595.85
2017-10-05,3708.9,5895.2,8433.03
2017-10-06,3766.05,5986.19,8563.49
2017-10-07,3543.97,5633.05,8058.02
2017-10-08,3502.96,5567.74,7964.36
2017-10-09,3597.78,5718.62,8180.5
2017-10-10,3693.67,5871.21,8399.09
2017-10-11,3684.69,5856.86,8378.44
2017-10-12,3603.07,5727.12,8192.81
2017-10-13,3600.21,5722.63,8186.52
2017-10-14,3558.22,5655.86,8090.93
2017-10-15,3620.88,5755.54,8233.73
2017-10-16,3576.2,5684.52,8132.11
2017-10-17,3449.56,5483.2,7844.05
2017-10-18,3403.9,5410.47,7739.7
2017-10-19,3492.05,5550.59,7940.18
2017-10-20,3398.89,5402.59,7728.62
2017-10-21,3325.99,5286.77,7563.03
2017-10-22,3313.77,5267.34,7535.24
2017-10-23,3231.61,5136.77,7348.5
2017-10-24,3111.44,4945.78,7075.32
2017-10-25,3277.3,5209.37,7452.32
2017-10-26,3258.98,5180.22,7410.52
2017-10-27,3066.21,4873.73,6971.94
2017-10-28,3055.52,4856.84,6947.98
2017-10-29,3300.59,5246.48,7505.56
2017-10-30,3240.64,5151.2,7369.27
2017-10-31,3249.55,5165.33,7389.43
2017-11-01,3176.45,5049.19,7223.38
2017-11-02,3173.66,5044.78,7217.12
2017-11-03,3041.28,4834.42,6916.32
2017-11-04,3125.07,4967.63,7106.94
2017-11-05,3076.88,4890.95,6997.08
2017-11-06,3152.65,5011.4,7169.43
2017-11-07,3045.2,4840.59,6925.02
2017-11-08,2940.51,4674.17,6686.95
2017-11-09,2923.17,4646.63,6647.56
2017-11-10,2805.07,4458.89,6378.96
2017-11-11,2871.12,4563.92,6529.28
2017-11-12,2791.73,4437.59,6348.31
2017-11-13,2887.34,4589.49,6565.49
2017-11-14,2893.6,4599.54,6580.05
2017-11-15,2913.2,4630.66,6624.49
2017-11-16,2364.94,3759.17,5377.74
2017-11-17,2474.45,3933.18,5626.58
2017-11-18,1825.21,2901.21,4150.3
2017-11-19,2536.91,4032.56,5768.93
2017-11-20,2321.82,3690.76,5280.13
2017-11-21,2717.14,4319.24,6179.42
2017-11-22,2791.15,4436.97,6348.02
2017-11-23,2821.92,4485.94,6418.16
2017-11-24,2757.15,4382.9,6270.63
2017-11-25,2448.28,3891.8,5567.79
2017-11-26,2725.74,4332.93,6199.04
2017-11-27,2679.06,4258.75,6092.96
2017-11-28,2638.1,4193.56,5999.56
2017-11-29,2573.53,4090.91,5852.66
2017-11-30,2584.65,4108.62,5878.07
2017-12-01,2538.87,4035.78,5773.74
2017-12-02,2462.4,3914.17,5599.64
2017-12-03,2554.25,4060.12,5808.34
2017-12-04,2506.23,3983.8,5699.18
2017-12-05,2142.04,3404.93,4871.14
2017-12-06,2409.53,3830.32,5480.07
2017-12-07,2644.67,4204.19,6015.11
2017-12-08,2677.21,4255.88,6089.0
2017-12-09,2526.5,4016.25,5746.06
2017-12-10,1591.22,2529.4,3618.65
2017-12-11,2271.74,3611.14,5166.22
2017-12-12,2136.86,3396.66,4859.23
2017-12-13,2432.12,3866.12,5531.09
2017-12-14,2566.07,4079.12,5835.95
2017-12-15,2591.37,4119.4,5893.67
2017-12-16,2532.86,4026.32,5760.39
2017-12-17,2420.0,3846.86,5503.54
2017-12-18,2348.07,3732.45,5339.71
2017-12-19,1846.58,2935.28,4199.25
2017-12-20,1756.1,2791.43,3993.41
2017-12-21,2043.21,3247.84,4646.39
2017-12-22,1705.0,2710.23,3877.31
2017-12-23,1867.51,2968.58,4246.93
2017-12-24,1485.78,2361.88,3379.16
2017-12-25,2540.85,4039.22,5779.2
2017-12-26,2593.32,4122.51,5898.15
2017-12-27,2043.23,3248.0,4646.88
2017-12-28,1973.47,3137.06,4488.05
2017-12-29,1706.59,2712.82,3881.12
2017-12-30,2390.84,3800.58,5437.43
2017-12-31,2542.62,4041.99,5783.11
2018-01-01,2059.84,3274.61,4685.36
2018-01-02,2670.1,4244.71,6073.26
2018-01-03,2507.36,3985.91,5702.82
2018-01-04,2478.33,3939.83,5637.0
2018-01-05,1584.32,2518.6,3603.54
2018-01-06,2457.55,3906.78,5589.7
2018-01-07,2641.06,4198.43,6006.83
2018-01-08,2690.47,4276.93,6119.04
2018-01-09,2770.33,4403.87,6300.63
2018-01-10,2641.44,4198.95,6007.4
2018-01-11,2739.61,4354.94,6230.47
2018-01-12,2720.67,4324.87,6187.53
2018-01-13,2449.02,3893.07,5569.79
2018-01-14,2730.97,4341.38,6211.38
2018-01-15,2791.44,4437.53,6349.0
2018-01-16,2789.39,4434.26,6344.3
2018-01-17,2823.44,4488.4,6421.79
2018-01-18,2841.03,4516.36,6461.77
2018-01-19,2432.09,3866.39,5532.08
2018-01-20,2861.27,4548.68,6508.29
2018-01-21,2728.44,4337.33,6205.54
2018-01-22,2624.41,4171.93,5968.85
2018-01-23,2550.65,4054.77,5801.42
2018-01-24,2749.79,4371.38,6254.47
2018-01-25,2167.69,3446.04,4930.55
2018-01-26,2194.91,3489.41,4992.81
2018-01-27,2954.78,4697.37,6721.12
2018-01-28,3076.61,4890.98,6997.98
2018-01-29,3049.91,4848.48,6937.07
2018-01-30,3109.04,4942.44,7071.45
2018-01-31,3070.18,4880.61,6982.89
2018-02-01,3058.24,4861.64,6955.76
2018-02-02,3012.4,4788.66,6851.15
2018-02-03,3123.49,4965.16,7103.47
2018-02-04,3133.92,4981.73,7127.14
2018-02-05,3139.33,4990.23,7139.12
2018-02-06,3021.93,4803.57,6871.99
2018-02-07,2864.51,4553.17,6513.47
2018-02-08,2914.44,4632.6,6627.19
2018-02-09,2610.28,4149.09,5935.46
2018-02-10,2693.96,4282.18,6125.99
2018-02-11,2485.01,3950.09,5650.99
2018-02-12,2185.14,3473.49,4969.3
2018-02-13,2776.57,4413.87,6315.11
2018-02-14,3411.74,5423.61,7759.83
2018-02-15,2054.71,3266.28,4673.11
2018-02-16,2489.89,3958.11,5662.98
2018-02-17,2802.72,4455.54,6374.92
2018-02-18,3196.12,5080.92,7269.66
2018-02-19,2845.16,4522.86,6470.96
2018-02-20,2597.71,4129.38,5907.78
2018-02-21,2947.35,4685.14,6702.83
2018-02-22,2446.37,3888.8,5563.56
2018-02-23,2223.87,3535.06,5057.4
2018-02-24,3591.73,5709.55,8168.56
2018-02-25,3197.59,5082.89,7271.81
2018-02-26,3395.63,5397.7,7722.18
2018-02-27,2948.44,4686.93,6705.49
2018-02-28,3716.83,5908.46,8453.23
2018-03-01,3702.4,5885.41,8420.05
2018-03-02,3751.89,5963.99,8532.3
2018-03-03,3646.54,5796.44,8292.42
2018-03-04,3809.31,6055.1,8662.32
2018-03-05,3793.76,6030.31,8626.73
2018-03-06,3743.04,5949.64,8511.22
2018-03-07,3848.48,6117.25,8751.01
2018-03-08,3931.12,6248.49,8938.53
2018-03-09,3971.92,6313.59,9032.15
2018-03-10,3988.81,6340.66,9071.29
2018-03-11,4099.41,6516.51,9322.94
2018-03-12,4190.42,6661.11,9529.7
2018-03-13,4226.91,6719.11,9612.66
2018-03-14,4160.97,6614.09,9462.02
2018-03-15,3875.99,6161.12,8814.07
2018-03-16,4128.25,6562.15,9387.86
2018-03-17,4362.66,6934.9,9921.38
2018-03-18,4258.49,6769.14,9683.91
2018-03-19,4340.57,6899.49,9870.15
2018-03-20,4227.26,6719.32,9612.28
2018-03-21,4261.74,6774.1,9690.61
2018-03-22,4012.82,6378.36,9124.35
2018-03-23,3647.66,5797.86,8293.78
2018-03-24,3274.86,5205.57,7447.02
2018-03-25,3591.61,5709.13,8167.52
2018-03-26,3728.85,5927.29,8479.65
2018-03-27,2093.55,3327.73,4760.44
2018-03-28,3685.6,5858.27,8380.39
2018-03-29,3452.87,5488.75,7852.55
2018-03-30,4581.19,7282.47,10419.0
2018-03-31,4605.24,7320.59,10473.35
2018-04-01,4088.05,6498.23,9296.37
2018-04-02,4304.91,6842.9,9789.39
2018-04-03,4109.77,6532.73,9345.69
2018-04-04,4140.09,6580.96,9414.77
2018-04-05,3283.14,5218.65,7465.58
2018-04-06,4186.3,6654.35,9519.63
2018-04-07,4260.38,6771.97,9687.63
2018-04-08,4553.13,7237.53,10354.04
2018-04-09,4713.29,7492.2,10718.55
2018-04-10,4707.06,7482.38,10704.68
2018-04-11,4441.8,7060.65,10101.18
2018-04-12,4088.11,6498.28,9296.35
2018-04-13,4024.23,6396.5,9150.28
2018-04-14,4582.19,7283.3,10418.72
2018-04-15,4836.76,7688.05,10997.96
2018-04-16,4839.9,7693.02,11005.03
2018-04-17,4535.72,7209.49,10313.26
2018-04-18,4693.21,7459.59,10670.58
2018-04-19,4624.59,7350.78,10515.43
2018-04-20,4593.3,7300.99,10444.11
2018-04-21,4023.47,6395.15,9148.09
2018-04-22,4609.07,7326.49,10481.41
2018-04-23,5048.0,8024.3,11479.89
2018-04-24,4933.82,7842.7,11219.87
2018-04-25,3988.06,6339.42,9069.42
2018-04-26,3079.28,4894.84,7002.76
2018-04-27,4586.8,7291.02,10430.52
2018-04-28,4753.76,7556.32,10809.9
2018-04-29,4638.16,7372.37,10546.32
2018-04-30,3228.24,5131.26,7340.31
2018-05-01,4276.55,6797.44,9723.61
2018-05-02,4538.32,7213.34,10318.19
2018-05-03,4298.21,6831.76,9772.49
2018-05-04,2445.29,3886.61,5559.55
2018-05-05,4016.26,6383.64,9131.52
2018-05-06,3417.64,5432.12,7770.35
2018-05-07,2839.73,4513.74,6456.97
2018-05-08,4927.8,7832.81,11205.12
2018-05-09,4659.03,7405.6,10593.98
2018-05-10,3668.81,5831.5,8341.94
2018-05-11,4495.34,7145.1,10220.75
2018-05-12,5095.07,8098.75,11585.67
2018-05-13,4800.72,7630.83,10916.2
2018-05-14,5032.41,7999.09,11442.99
2018-05-15,5115.84,8131.69,11632.65
2018-05-16,4676.1,7432.5,10632.01
2018-05-17,4961.74,7886.34,11280.87
2018-05-18,4345.49,6906.62,9879.04
2018-05-19,4498.27,7149.48,10226.44
2018-05-20,4702.59,7474.26,10691.09
2018-05-21,4837.33,7688.25,10996.86
2018-05-22,3789.74,6023.17,8615.07
2018-05-23,4665.67,7415.35,10606.38
2018-05-24,4750.17,7549.88,10799.24
2018-05-25,3121.3,4961.07,7096.47
2018-05-26,4323.19,6871.24,9828.53
2018-05-27,3474.33,5522.29,7899.45
2018-05-28,3111.05,4944.84,7073.36
2018-05-29,4823.43,7666.63,10966.87
2018-05-30,4898.97,7786.73,11138.7
2018-05-31,5012.94,7967.91,11397.94
2018-06-01,4984.94,7923.2,11333.59
2018-06-02,5051.94,8029.91,11486.67
2018-06-03,5106.53,8116.73,11610.94
2018-06-04,5028.21,7992.2,11432.74
2018-06-05,5170.4,8218.18,11755.94
2018-06-06,5109.78,8121.69,11617.65
2018-06-07,4979.22,7914.06,11320.43
2018-06-08,4809.22,7643.77,10933.62
2018-06-09,5044.74,8018.01,11468.76
2018-06-10,5028.89,7992.75,11432.49
2018-06-11,4964.71,7890.8,11286.78
2018-06-12,4806.79,7639.93,10928.17
2018-06-13,4920.08,7820.2,11186.45
2018-06-14,4751.03,7551.29,10801.37
2018-06-15,5029.92,7994.48,11435.15
2018-06-16,4947.19,7862.82,11246.5
2018-06-17,4795.83,7622.33,10902.67
2018-06-18,4712.14,7489.46,10712.88
2018-06-19,4922.68,7824.14,11191.68
2018-06-20,5092.69,8094.4,11578.37
2018-06-21,4785.07,7605.28,10878.39
2018-06-22,4822.82,7665.21,10963.96
2018-06-23,4878.59,7753.95,11091.09
2018-06-24,5008.97,7961.21,11387.61
2018-06-25,5026.57,7989.26,11427.9
2018-06-26,5078.43,8071.76,11546.04
2018-06-27,5125.92,8147.1,11653.54
2018-06-28,5038.36,8007.82,11454.1
2018-06-29,4974.77,7907.05,11310.51
2018-06-30,5058.86,8040.83,11502.13
2018-07-01,4783.28,7602.74,10875.33
2018-07-02,4591.5,7297.85,10439.06
2018-07-03,4706.15,7480.12,10699.87
2018-07-04,4870.07,7740.58,11072.27
2018-07-05,4983.03,7919.96,11328.58
2018-07-06,5090.65,8091.05,11573.38
2018-07-07,5027.28,7990.35,11429.38
2018-07-08,4972.92,7903.83,11305.35
2018-07-09,4927.03,7830.9,11201.08
2018-07-10,4964.74,7890.89,11287.0
2018-07-11,5003.62,7952.85,11375.92
2018-07-12,4997.73,7943.57,11362.83
2018-07-13,5138.32,8167.08,11682.65
2018-07-14,4893.66,7778.02,11125.73
2018-07-15,4887.57,7768.26,11111.59
2018-07-16,4856.19,7718.37,11040.21
2018-07-17,4735.69,7526.85,10766.26
2018-07-18,4804.2,7635.76,10922.08
2018-07-19,4840.52,7693.29,11004.04
2018-07-20,4569.16,7262.12,10387.55
2018-07-21,4940.73,7852.78,11232.57
2018-07-22,4994.95,7939.09,11356.28
2018-07-23,4859.33,7723.33,11047.27
2018-07-24,4810.6,7645.78,10936.17
2018-07-25,4648.72,7388.18,10567.1
2018-07-26,4372.37,6949.19,9939.61
2018-07-27,4678.74,7436.12,10636.11
2018-07-28,4930.79,7836.94,11209.86
2018-07-29,5002.22,7950.62,11372.7
2018-07-30,4845.61,7701.65,11016.5
2018-07-31,4814.52,7652.14,10945.49
2018-08-01,4752.48,7553.48,10804.26
2018-08-02,4786.86,7608.15,10882.51
2018-08-03,4738.65,7531.56,10773.05
2018-08-04,4783.2,7602.3,10874.1
2018-08-05,4727.57,7513.87,10747.58
2018-08-06,4761.97,7568.54,10825.76
2018-08-07,4733.22,7522.94,10760.72
2018-08-08,4750.22,7549.99,10799.49
2018-08-09,4707.72,7482.46,10702.89
2018-08-10,4624.43,7349.95,10513.1
2018-08-11,4598.42,7308.55,10453.77
2018-08-12,4567.88,7259.99,10384.31
2018-08-13,4699.88,7469.88,10684.7
2018-08-14,4712.36,7489.81,10713.38
2018-08-15,4809.57,7644.42,10934.72
2018-08-16,4788.02,7610.1,10885.49
2018-08-17,4698.08,7467.15,10681.02
2018-08-18,4625.85,7352.35,10516.82
2018-08-19,4615.29,7335.62,10492.99
2018-08-20,4512.25,7171.79,10258.56
2018-08-21,4509.3,7167.08,10251.78
2018-08-22,4505.44,7160.97,10243.07
2018-08-23,4468.53,7102.25,10158.98
2018-08-24,4420.23,7025.44,10049.03
2018-08-25,4396.11,6987.1,9994.18
2018-08-26,4478.34,7117.82,10181.23
2018-08-27,4448.29,7070.19,10113.36
2018-08-28,4416.21,7019.2,10040.39
2018-08-29,4338.0,6894.8,9862.28
2018-08-30,4094.23,6507.37,9308.15
2018-08-31,3965.76,6303.22,9016.2
2018-09-01,3901.85,6201.48,8870.35
2018-09-02,3841.52,6105.63,8733.33
2018-09-03,4111.61,6535.0,9347.65
2018-09-04,4072.79,6473.19,9259.04
2018-09-05,3916.55,6224.86,8903.83
2018-09-06,3893.13,6187.7,8850.77
2018-09-07,4088.78,6498.76,9295.92
2018-09-08,4385.89,6971.09,9971.74
2018-09-09,4319.99,6866.35,9821.93
2018-09-10,4283.77,6808.78,9739.58
2018-09-11,4252.48,6759.05,9668.43
2018-09-12,3919.43,6229.69,8911.21
2018-09-13,3580.02,5690.08,8139.07
2018-09-14,3861.84,6138.0,8779.75
2018-09-15,3959.63,6293.56,9002.54
2018-09-16,3964.41,6301.2,9013.55
2018-09-17,4010.45,6374.4,9118.29
2018-09-18,3998.3,6355.13,9090.82
2018-09-19,3981.25,6327.91,9051.64
2018-09-20,3878.69,6164.9,8818.48
2018-09-21,3736.44,5938.87,8495.27
2018-09-22,3810.28,6056.29,8663.34
2018-09-23,3774.41,5999.23,8581.64
2018-09-24,3743.49,5950.08,8511.33
2018-09-25,3767.64,5988.47,8566.24
2018-09-26,3841.93,6106.56,8735.18
2018-09-27,3757.42,5972.24,8543.06
2018-09-28,3258.94,5179.69,7408.9
2018-09-29,3275.67,5206.15,7446.46
2018-09-30,2546.48,4047.31,5789.12
2018-10-01,3047.41,4843.58,6928.3
2018-10-02,3210.07,5102.07,7297.95
2018-10-03,3203.76,5092.08,7283.74
2018-10-04,3437.72,5464.01,7815.9
2018-10-05,3611.54,5740.33,8211.22
2018-10-06,3458.17,5496.57,7862.61
2018-10-07,3296.02,5238.92,7494.15
2018-10-08,3485.89,5540.71,7925.87
2018-10-09,3534.52,5618.04,8036.59
2018-10-10,3493.92,5553.59,7944.5
2018-10-11,3555.33,5651.24,8084.29
2018-10-12,3580.69,5691.55,8141.97
2018-10-13,3625.93,5763.47,8244.89
2018-10-14,3556.86,5653.64,8087.66
2018-10-15,3459.29,5498.5,7865.63
2018-10-16,3387.9,5385.04,7703.36
2018-10-17,3340.95,5310.48,7596.81
2018-10-18,3226.32,5128.29,7336.21
2018-10-19,3242.94,5154.64,7373.79
2018-10-20,3209.55,5101.59,7297.95
2018-10-21,3072.22,4883.25,6985.48
2018-10-22,2904.4,4616.43,6603.66
2018-10-23,2788.86,4432.73,6340.8
2018-10-24,3091.38,4913.61,7028.75
2018-10-25,2128.49,3383.17,4839.55
2018-10-26,3022.61,4804.61,6873.41
2018-10-27,3450.96,5485.51,7847.55
2018-10-28,3194.14,5077.17,7263.14
2018-10-29,2741.85,4358.16,6234.41
2018-10-30,2730.74,4340.46,6209.02
2018-10-31,2904.99,4617.45,6605.3
2018-11-01,2970.93,4722.26,6755.21
2018-11-02,2891.38,4595.86,6574.49
2018-11-03,2792.64,4438.95,6350.1
2018-11-04,2780.56,4419.8,6322.79
2018-11-05,2918.38,4638.97,6636.54
2018-11-06,2688.21,4273.08,6113.07
2018-11-07,2849.12,4528.82,6478.85
2018-11-08,2811.59,4469.17,6393.51
2018-11-09,2640.7,4197.53,6004.93
2018-11-10,2599.24,4131.69,5910.84
2018-11-11,2600.9,4134.29,5914.51
2018-11-12,2866.48,4556.42,6518.31
2018-11-13,2837.26,4510.02,6452.05
2018-11-14,2402.26,3818.67,5463.21
2018-11-15,2350.68,3736.66,5345.86
2018-11-16,2764.22,4394.02,6286.29
2018-11-17,2817.86,4479.17,6407.9
2018-11-18,2764.06,4393.63,6285.46
2018-11-19,2798.76,4448.81,6364.47
2018-11-20,2738.73,4353.35,6227.83
2018-11-21,2502.57,3977.94,5690.75
2018-11-22,1797.56,2857.27,4087.49
2018-11-23,2361.04,3753.12,5369.38
2018-11-24,1744.93,2773.81,3968.48
2018-11-25,2684.43,4267.23,6104.99
2018-11-26,2665.07,4236.36,6060.64
2018-11-27,1385.89,2202.95,3151.53
2018-11-28,2528.43,4019.07,5749.61
2018-11-29,2019.18,3209.6,4591.61
2018-11-30,2354.99,3743.5,5355.62
2018-12-01,2616.72,4159.65,5951.18
2018-12-02,2443.34,3884.0,5556.73
2018-12-03,2261.09,3594.28,5142.21
2018-12-04,2449.94,3894.54,5571.91
2018-12-05,2484.06,3948.8,5649.58
2018-12-06,2007.88,3191.82,4566.53
2018-12-07,2267.66,3604.86,5157.62
2018-12-08,2588.46,4114.88,5887.42
2018-12-09,2269.36,3607.53,5161.37
2018-12-10,2592.93,4121.89,5897.25
2018-12-11,2566.04,4079.17,5836.2
2018-12-12,2547.09,4049.0,5792.94
2018-12-13,2562.92,4074.19,5829.03
2018-12-14,2568.97,4083.75,5842.62
2018-12-15,2430.65,3863.77,5527.7
2018-12-16,2053.28,3263.91,4669.53
2018-12-17,2530.98,4023.41,5756.37
2018-12-18,2537.83,4034.34,5772.1
2018-12-19,2546.16,4047.55,5790.94
2018-12-20,2420.62,3848.03,5505.56
2018-12-21,2588.54,4114.96,5887.45
2018-12-22,2461.32,3912.66,5597.9
2018-12-23,2299.38,3655.24,5229.61
2018-12-24,2428.06,3859.82,5522.36
2018-12-25,2415.41,3839.66,5493.44
2018-12-26,2445.84,3888.08,5562.78
2018-12-27,2192.57,3485.58,4987.14
2018-12-28,2553.78,4059.87,5808.93
2018-12-29,2573.21,4090.71,5852.97
2018-12-30,2376.39,3777.8,5405.25
2018-12-31,2524.47,4013.19,5742.0
2019-01-01,2050.66,3259.91,4664.11
2019-01-02,2097.75,3334.8,4771.3
2019-01-03,2373.68,3773.53,5399.19
2019-01-04,2573.01,4090.29,5852.21
2019-01-05,2462.25,3914.24,5600.36
2019-01-06,2119.25,3369.08,4820.57
2019-01-07,2440.51,3879.89,5551.6
2019-01-08,2683.7,4266.38,6104.37
2019-01-09,2149.74,3417.59,4890.05
2019-01-10,2330.52,3704.88,5300.9
2019-01-11,2563.01,4074.37,5829.37
2019-01-12,2020.71,3212.22,4595.73
2019-01-13,1193.1,1896.72,2713.83
2019-01-14,2488.23,3955.69,5659.92
2019-01-15,2751.32,4373.96,6258.45
2019-01-16,2472.16,3930.11,5623.27
2019-01-17,2738.7,4353.93,6229.88
2019-01-18,2861.75,4549.39,6509.24
2019-01-19,2850.89,4532.11,6484.45
2019-01-20,2250.46,3577.52,5118.52
2019-01-21,2142.15,3405.25,4871.85
2019-01-22,2891.01,4595.77,6575.3
2019-01-23,2540.32,4038.28,5777.68
2019-01-24,2270.59,3609.45,5164.05
2019-01-25,2731.88,4342.69,6213.01
2019-01-26,2500.42,3974.75,5686.58
2019-01-27,915.38,1455.16,2081.97
2019-01-28,2992.04,4756.56,6805.71
2019-01-29,3018.03,4797.75,6864.39
2019-01-30,3083.93,4902.39,7013.89
2019-01-31,3095.55,4920.99,7040.75
2019-02-01,3094.45,4919.14,7037.91
2019-02-02,3084.12,4902.74,7014.48
2019-02-03,3070.56,4881.08,6983.31
2019-02-04,3110.09,4943.84,7072.96
2019-02-05,2057.87,3271.15,4679.78
2019-02-06,885.86,1408.16,2014.57
2019-02-07,1926.36,3062.27,4381.27
2019-02-08,3128.96,4974.07,7116.64
2019-02-09,3115.08,4952.05,7085.2
2019-02-10,3156.63,5018.12,7179.79
2019-02-11,3364.79,5349.04,7653.27
2019-02-12,3448.1,5481.45,7842.64
2019-02-13,3258.94,5180.64,7412.08
2019-02-14,3303.82,5252.13,7514.63
2019-02-15,2904.6,4617.59,6606.98
2019-02-16,2736.7,4350.61,6224.83
2019-02-17,3532.16,5615.13,8034.04
2019-02-18,2887.95,4591.06,6568.87
2019-02-19,3624.95,5762.72,8245.35
2019-02-20,3614.49,5745.93,8221.02
2019-02-21,3599.51,5722.11,8186.9
2019-02-22,3558.75,5657.37,8094.41
2019-02-23,3579.46,5690.26,8141.41
2019-02-24,2897.78,4606.48,6590.55
2019-02-25,3125.92,4968.99,7108.9
2019-02-26,2907.09,4621.21,6611.5
2019-02-27,2863.91,4552.8,6514.06
2019-02-28,3390.51,5389.92,7711.77
2019-03-01,3043.54,4838.48,6923.03
2019-03-02,3594.85,5714.8,8176.63
2019-03-03,3964.0,6301.53,9015.92
2019-03-04,3911.47,6218.05,8896.53
2019-03-05,2802.39,4454.93,6373.87
2019-03-06,3932.07,6250.81,8943.42
2019-03-07,3992.91,6347.38,9081.31
2019-03-08,4214.52,6699.7,9585.41
2019-03-09,4254.46,6763.15,9676.15
