# SOURCE: Derived from wind_turbines-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily wind energy output per turbine for small/medium/large distributed-scale turbines
# UNITS: date=YYYY-MM-DD, small_turbine_kwh, medium_turbine_kwh, large_turbine_kwh=kWh/turbine/day
# LOGIC: Wind speed extrapolated from 10m to hub height using power law (alpha=0.14). Power curve: P = P_rated * (v^3 - v_cin^3) / (v_rated^3 - v_cin^3) for v_cin <= v <= v_rated; P_rated for v_rated < v <= v_cout; 0 otherwise. Expected power computed by numerical integration of power curve over Rayleigh distribution of sub-daily wind speeds (corrects Jensen's inequality bias from using daily mean directly). System losses (availability, electrical, dust/soiling, mechanical) applied as per-turbine derating.
# DEPENDENCIES: data/energy/wind_turbines-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Power-law wind shear exponent 0.14 for open coastal terrain. (2) Sub-daily wind speed variability modeled via Rayleigh distribution (sigma = v_mean * sqrt(2/pi)). (3) No air density correction for altitude/temperature.
# TURBINES: small=bergey_excel_10 (10kW, hub 30m, rotor 7.0m, losses 12%); medium=eocycle_eo25 (25kW, hub 30m, rotor 12.6m, losses 10%); large=endurance_e3120 (50kW, hub 37m, rotor 19.2m, losses 10%)
date,small_turbine_kwh,medium_turbine_kwh,large_turbine_kwh
2013-05-28,31.46,76.07,205.17
2013-05-29,7.0,14.54,39.82
2013-05-30,1.78,2.77,6.9
2013-05-31,5.55,11.11,30.06
2013-06-01,30.4,73.36,198.4
2013-06-02,4.67,9.06,24.27
2013-06-03,69.96,175.04,429.48
2013-06-04,121.54,308.23,684.83
2013-06-05,103.44,261.45,600.5
2013-06-06,60.6,150.92,378.2
2013-06-07,97.37,245.77,570.84
2013-06-08,10.88,24.02,66.72
2013-06-09,88.22,222.13,524.98
2013-06-10,92.89,234.2,548.56
2013-06-11,55.38,137.48,348.81
2013-06-12,44.97,110.72,288.29
2013-06-13,119.6,303.2,676.14
2013-06-14,110.84,280.57,635.8
2013-06-15,127.72,324.23,711.65
2013-06-16,115.56,292.77,657.76
2013-06-17,86.34,217.28,515.4
2013-06-18,30.4,73.36,198.4
2013-06-19,23.95,56.93,156.36
2013-06-20,22.08,52.16,143.83
2013-06-21,24.92,59.39,162.75
2013-06-22,30.61,73.9,199.75
2013-06-23,40.57,99.41,261.81
2013-06-24,67.64,169.07,416.95
2013-06-25,57.04,141.76,358.24
2013-06-26,57.28,142.38,359.58
2013-06-27,72.26,180.96,441.81
2013-06-28,76.78,192.62,465.81
2013-06-29,60.36,150.31,376.88
2013-06-30,90.07,226.91,534.36
2013-07-01,114.53,290.1,653.01
2013-07-02,115.12,291.63,655.74
2013-07-03,65.08,162.45,402.94
2013-07-04,51.34,127.09,325.64
2013-07-05,95.64,241.3,562.28
2013-07-06,118.93,301.47,673.12
2013-07-07,119.33,302.51,674.94
2013-07-08,126.02,319.83,704.43
2013-07-09,133.94,340.36,736.74
2013-07-10,129.31,328.34,718.29
2013-07-11,121.03,306.92,682.57
2013-07-12,103.97,262.82,603.06
2013-07-13,109.4,276.83,628.98
2013-07-14,106.91,270.4,617.15
2013-07-15,107.58,272.13,620.36
2013-07-16,114.23,289.33,651.63
2013-07-17,129.4,328.59,718.69
2013-07-18,128.72,326.83,715.87
2013-07-19,126.67,321.51,707.21
2013-07-20,108.58,274.71,625.1
2013-07-21,113.33,287.0,647.44
2013-07-22,101.65,256.81,591.8
2013-07-23,62.25,155.18,387.39
2013-07-24,58.23,144.82,364.93
2013-07-25,90.27,227.44,535.39
2013-07-26,59.42,147.87,371.58
2013-07-27,34.27,83.27,222.96
2013-07-28,15.64,35.88,99.87
2013-07-29,35.6,86.67,231.24
2013-07-30,50.63,125.26,321.52
2013-07-31,50.63,125.26,321.52
2013-08-01,27.1,64.94,177.06
2013-08-02,19.57,45.81,126.91
2013-08-03,33.83,82.15,220.21
2013-08-04,81.63,205.14,491.17
2013-08-05,44.97,110.72,288.29
2013-08-06,3.23,5.81,15.21
2013-08-07,5.22,10.33,27.87
2013-08-08,74.98,187.99,456.32
2013-08-09,108.58,274.71,625.1
2013-08-10,97.18,245.28,569.9
2013-08-11,62.72,156.4,390.0
2013-08-12,83.36,209.6,500.12
2013-08-13,87.38,219.98,520.75
2013-08-14,91.49,230.58,541.52
2013-08-15,96.99,244.78,568.95
2013-08-16,70.42,176.23,431.97
2013-08-17,78.78,197.79,476.32
2013-08-18,100.55,253.98,586.46
2013-08-19,109.56,277.25,629.75
2013-08-20,95.45,240.8,561.31
2013-08-21,56.8,141.15,356.89
2013-08-22,54.19,134.42,342.03
2013-08-23,83.79,210.71,502.33
2013-08-24,111.94,283.41,640.97
2013-08-25,94.86,239.29,558.41
2013-08-26,96.99,244.78,568.95
2013-08-27,81.2,204.02,488.91
2013-08-28,37.61,91.82,243.71
2013-08-29,48.03,118.57,306.34
2013-08-30,54.67,135.65,344.75
2013-08-31,88.63,223.2,527.08
2013-09-01,96.42,243.3,566.11
2013-09-02,62.25,155.18,387.39
2013-09-03,76.33,191.47,463.45
2013-09-04,121.03,306.92,682.57
2013-09-05,89.86,226.38,533.33
2013-09-06,58.7,146.04,367.6
2013-09-07,92.09,232.13,544.55
2013-09-08,96.8,244.29,568.01
2013-09-09,102.55,259.14,596.18
2013-09-10,99.44,251.12,581.03
2013-09-11,81.41,204.58,490.04
2013-09-12,56.09,139.32,352.86
2013-09-13,31.46,76.07,205.17
2013-09-14,73.4,183.9,447.89
2013-09-15,109.56,277.25,629.75
2013-09-16,117.7,298.28,667.53
2013-09-17,98.7,249.19,577.36
2013-09-18,46.61,114.94,298.02
2013-09-19,1.2,1.67,4.03
2013-09-20,88.01,221.6,523.93
2013-09-21,96.42,243.3,566.11
2013-09-22,58.23,144.82,364.93
2013-09-23,11.65,25.92,72.09
2013-09-24,89.86,226.38,533.33
2013-09-25,67.64,169.07,416.95
2013-09-26,52.53,130.15,332.49
2013-09-27,85.28,214.56,510.0
2013-09-28,91.69,231.1,542.53
2013-09-29,57.52,142.99,360.92
2013-09-30,52.76,130.76,333.86
2013-10-01,32.53,78.82,211.98
2013-10-02,7.19,15.01,41.15
2013-10-03,56.09,139.32,352.86
2013-10-04,84.64,212.91,506.72
2013-10-05,96.99,244.78,568.95
2013-10-06,87.8,221.06,522.87
2013-10-07,41.26,101.18,265.99
2013-10-08,41.02,100.59,264.6
2013-10-09,12.18,27.23,75.79
2013-10-10,19.23,44.94,124.55
2013-10-11,42.64,104.74,274.36
2013-10-12,71.34,178.6,436.9
2013-10-13,81.41,204.58,490.04
2013-10-14,80.1,201.2,483.22
2013-10-15,38.06,92.98,246.49
2013-10-16,60.84,151.53,379.51
2013-10-17,36.93,90.1,239.55
2013-10-18,5.47,10.91,29.5
2013-10-19,77.89,195.5,471.67
2013-10-20,26.5,63.4,173.12
2013-10-21,23.76,56.45,155.09
2013-10-22,49.68,122.83,316.01
2013-10-23,69.96,175.04,429.48
2013-10-24,57.04,141.76,358.24
2013-10-25,28.73,69.1,187.66
2013-10-26,63.9,159.43,396.49
2013-10-27,42.87,105.33,275.75
2013-10-28,38.97,95.31,252.06
2013-10-29,54.9,136.26,346.1
2013-10-30,61.78,153.97,384.77
2013-10-31,34.49,83.84,224.33
2013-11-01,59.65,148.48,372.91
2013-11-02,54.67,135.65,344.75
2013-11-03,18.38,42.79,118.75
2013-11-04,12.72,28.58,79.58
2013-11-05,36.71,89.52,238.16
2013-11-06,6.25,12.76,34.74
2013-11-07,1.38,2.0,4.87
2013-11-08,45.44,111.92,291.07
2013-11-09,53.48,132.59,337.95
2013-11-10,26.1,62.39,170.51
2013-11-11,2.09,3.4,8.6
2013-11-12,16.26,37.45,104.19
2013-11-13,24.34,57.91,158.91
2013-11-14,4.67,9.06,24.27
2013-11-15,42.18,103.55,271.57
2013-11-16,72.26,180.96,441.81
2013-11-17,93.09,234.71,549.56
2013-11-18,81.41,204.58,490.04
2013-11-19,28.32,68.05,185.0
2013-11-20,13.85,31.39,87.44
2013-11-21,4.74,9.23,24.77
2013-11-22,13.28,29.97,83.46
2013-11-23,2.34,3.9,9.96
2013-11-24,5.47,10.91,29.5
2013-11-25,0.92,1.18,2.76
2013-11-26,20.99,49.39,136.48
2013-11-27,11.65,25.92,72.09
2013-11-28,14.43,32.85,91.5
2013-11-29,63.67,158.82,395.19
2013-11-30,7.0,14.54,39.82
2013-12-01,14.58,33.22,92.53
2013-12-02,10.88,24.02,66.72
2013-12-03,6.34,12.97,35.35
2013-12-04,77.67,194.93,470.51
2013-12-05,98.88,249.67,578.28
2013-12-06,55.62,138.1,350.16
2013-12-07,57.99,144.21,363.59
2013-12-08,91.49,230.58,541.52
2013-12-09,95.06,239.8,559.38
2013-12-10,64.37,160.64,399.07
2013-12-11,126.88,322.06,708.12
2013-12-12,136.86,347.99,747.29
2013-12-13,125.13,317.52,700.59
2013-12-14,113.33,287.0,647.44
2013-12-15,19.06,44.5,123.38
2013-12-16,20.99,49.39,136.48
2013-12-17,22.45,53.1,146.31
2013-12-18,55.62,138.1,350.16
2013-12-19,16.9,39.05,108.58
2013-12-20,18.55,43.21,119.9
2013-12-21,50.15,124.04,318.77
2013-12-22,43.11,105.93,277.15
2013-12-23,32.96,79.93,214.72
2013-12-24,35.15,85.53,228.47
2013-12-25,39.65,97.06,256.24
2013-12-26,1.42,2.07,5.05
2013-12-27,3.35,6.09,15.96
2013-12-28,9.09,19.62,54.26
2013-12-29,92.49,233.17,546.56
2013-12-30,57.52,142.99,360.92
2013-12-31,62.72,156.4,390.0
2014-01-01,19.06,44.5,123.38
2014-01-02,30.82,74.44,201.1
2014-01-03,36.93,90.1,239.55
2014-01-04,87.8,221.06,522.87
2014-01-05,85.7,215.65,512.17
2014-01-06,7.8,16.47,45.29
2014-01-07,17.55,40.69,113.05
2014-01-08,11.01,24.33,67.6
2014-01-09,55.14,136.87,347.45
2014-01-10,94.47,238.28,556.46
2014-01-11,46.61,114.94,298.02
2014-01-12,12.72,28.58,79.58
2014-01-13,2.93,5.17,13.42
2014-01-14,0.32,0.28,0.58
2014-01-15,6.43,13.19,35.97
2014-01-16,6.8,14.08,38.51
2014-01-17,53.0,131.37,335.22
2014-01-18,12.58,28.24,78.62
2014-01-19,6.52,13.41,36.6
2014-01-20,2.6,4.45,11.45
2014-01-21,8.65,18.53,51.17
2014-01-22,29.56,71.22,193.01
2014-01-23,76.56,192.05,464.63
2014-01-24,46.14,113.73,295.25
2014-01-25,0.14,0.08,0.15
2014-01-26,37.83,92.4,245.1
2014-01-27,53.71,133.2,339.31
2014-01-28,72.71,182.14,444.25
2014-01-29,9.78,21.32,59.08
2014-01-30,49.44,122.22,314.64
2014-01-31,22.08,52.16,143.83
2014-02-01,37.16,90.67,240.93
2014-02-02,4.98,9.77,26.29
2014-02-03,107.24,271.27,618.76
2014-02-04,85.07,214.01,508.91
2014-02-05,73.4,183.9,447.89
2014-02-06,100.74,254.46,587.36
2014-02-07,35.37,86.1,229.85
2014-02-08,46.14,113.73,295.25
2014-02-09,5.72,11.51,31.19
2014-02-10,21.53,50.77,140.14
2014-02-11,28.32,68.05,185.0
2014-02-12,4.44,8.54,22.82
2014-02-13,25.9,61.88,169.21
2014-02-14,77.67,194.93,470.51
2014-02-15,96.22,242.8,565.15
2014-02-16,130.33,331.01,722.51
2014-02-17,33.83,82.15,220.21
2014-02-18,12.04,26.9,74.86
2014-02-19,9.43,20.46,56.64
2014-02-20,3.35,6.09,15.96
2014-02-21,7.59,15.97,43.89
2014-02-22,6.07,12.33,33.53
2014-02-23,79.88,200.63,482.08
2014-02-24,89.86,226.38,533.33
2014-02-25,108.41,274.28,624.31
2014-02-26,54.67,135.65,344.75
2014-02-27,105.37,266.42,609.78
2014-02-28,16.42,37.85,105.28
2014-03-01,9.9,21.61,59.91
2014-03-02,8.98,19.34,53.48
2014-03-03,4.59,8.88,23.78
2014-03-04,13.99,31.76,88.44
2014-03-05,3.74,6.95,18.36
2014-03-06,0.35,0.31,0.66
2014-03-07,22.08,52.16,143.83
2014-03-08,72.48,181.55,443.03
2014-03-09,12.72,28.58,79.58
2014-03-10,88.84,223.73,528.13
2014-03-11,59.42,147.87,371.58
2014-03-12,87.38,219.98,520.75
2014-03-13,95.64,241.3,562.28
2014-03-14,117.97,299.0,668.79
2014-03-15,13.85,31.39,87.44
2014-03-16,37.16,90.67,240.93
2014-03-17,23.38,55.48,152.57
2014-03-18,88.84,223.73,528.13
2014-03-19,73.4,183.9,447.89
2014-03-20,45.2,111.32,289.68
2014-03-21,54.67,135.65,344.75
2014-03-22,26.5,63.4,173.12
2014-03-23,45.2,111.32,289.68
2014-03-24,89.66,225.85,532.29
2014-03-25,106.23,268.64,613.9
2014-03-26,50.87,125.87,322.9
2014-03-27,26.5,63.4,173.12
2014-03-28,7.59,15.97,43.89
2014-03-29,9.43,20.46,56.64
2014-03-30,107.91,273.0,621.95
2014-03-31,1.01,1.33,3.15
2014-04-01,37.38,91.25,242.32
2014-04-02,112.87,285.81,645.3
2014-04-03,64.84,161.85,401.65
2014-04-04,51.58,127.7,327.02
2014-04-05,3.94,7.41,19.63
2014-04-06,1.82,2.85,7.13
2014-04-07,1.38,2.0,4.87
2014-04-08,41.72,102.36,268.78
2014-04-09,64.61,161.25,400.36
2014-04-10,94.86,239.29,558.41
2014-04-11,30.4,73.36,198.4
2014-04-12,73.4,183.9,447.89
2014-04-13,81.41,204.58,490.04
2014-04-14,12.45,27.9,77.67
2014-04-15,12.58,28.24,78.62
2014-04-16,9.67,21.03,58.26
2014-04-17,43.34,106.53,278.54
2014-04-18,7.9,16.72,46.01
2014-04-19,38.74,94.72,250.66
2014-04-20,61.54,153.36,383.46
2014-04-21,115.12,291.63,655.74
2014-04-22,41.02,100.59,264.6
2014-04-23,21.17,49.85,137.7
2014-04-24,2.99,5.29,13.76
2014-04-25,34.49,83.84,224.33
2014-04-26,74.76,187.41,455.12
2014-04-27,52.29,129.53,331.12
2014-04-28,25.11,59.88,164.04
2014-04-29,22.82,54.05,148.8
2014-04-30,72.48,181.55,443.03
2014-05-01,2.14,3.5,8.86
2014-05-02,78.78,197.79,476.32
2014-05-03,5.14,10.14,27.34
2014-05-04,21.89,51.69,142.6
2014-05-05,13.56,30.68,85.44
2014-05-06,70.65,176.82,433.2
2014-05-07,70.19,175.64,430.73
2014-05-08,89.04,224.26,529.17
2014-05-09,11.39,25.27,70.28
2014-05-10,24.34,57.91,158.91
2014-05-11,86.97,218.91,518.62
2014-05-12,105.2,265.97,608.95
2014-05-13,87.59,220.52,521.81
2014-05-14,44.97,110.72,288.29
2014-05-15,20.99,49.39,136.48
2014-05-16,38.74,94.72,250.66
2014-05-17,83.79,210.71,502.33
2014-05-18,134.22,341.11,737.83
2014-05-19,121.92,309.21,686.51
2014-05-20,86.76,218.36,517.55
2014-05-21,15.18,34.73,96.69
2014-05-22,70.42,176.23,431.97
2014-05-23,59.65,148.48,372.91
2014-05-24,69.5,173.85,426.99
2014-05-25,85.28,214.56,510.0
2014-05-26,96.99,244.78,568.95
2014-05-27,26.1,62.39,170.51
2014-05-28,44.27,108.92,284.12
2014-05-29,101.47,256.34,590.92
2014-05-30,13.42,30.32,84.45
2014-05-31,64.84,161.85,401.65
2014-06-01,134.57,342.02,739.14
2014-06-02,111.94,283.41,640.97
2014-06-03,8.54,18.27,50.41
2014-06-04,3.94,7.41,19.63
2014-06-05,107.41,271.7,619.56
2014-06-06,121.79,308.88,685.95
2014-06-07,98.7,249.19,577.36
2014-06-08,58.94,146.65,368.93
2014-06-09,71.8,179.78,439.36
2014-06-10,87.59,220.52,521.81
2014-06-11,38.51,94.14,249.27
2014-06-12,34.27,83.27,222.96
2014-06-13,76.33,191.47,463.45
2014-06-14,57.75,143.6,362.26
2014-06-15,77.0,193.2,466.99
2014-06-16,7.39,15.49,42.5
2014-06-17,44.97,110.72,288.29
2014-06-18,79.22,198.93,478.63
2014-06-19,64.61,161.25,400.36
2014-06-20,53.48,132.59,337.95
2014-06-21,128.13,325.28,713.37
2014-06-22,71.57,179.19,438.13
2014-06-23,88.22,222.13,524.98
2014-06-24,90.88,229.01,538.47
2014-06-25,73.62,184.49,449.1
2014-06-26,31.24,75.53,203.81
2014-06-27,20.99,49.39,136.48
2014-06-28,3.74,6.95,18.36
2014-06-29,23.01,54.52,150.05
2014-06-30,57.99,144.21,363.59
2014-07-01,104.67,264.63,606.44
2014-07-02,89.04,224.26,529.17
2014-07-03,98.13,247.73,574.58
2014-07-04,65.31,163.06,404.22
2014-07-05,55.85,138.71,351.51
2014-07-06,58.94,146.65,368.93
2014-07-07,77.89,195.5,471.67
2014-07-08,72.94,182.73,445.47
2014-07-09,50.87,125.87,322.9
2014-07-10,23.19,55.0,151.31
2014-07-11,65.78,164.26,406.78
2014-07-12,51.1,126.48,324.27
2014-07-13,103.27,260.99,599.64
2014-07-14,120.39,305.25,679.68
2014-07-15,109.07,275.98,627.43
2014-07-16,111.79,283.01,640.24
2014-07-17,112.1,283.82,641.7
2014-07-18,101.47,256.34,590.92
2014-07-19,117.56,297.92,666.89
2014-07-20,94.47,238.28,556.46
2014-07-21,22.82,54.05,148.8
2014-07-22,31.46,76.07,205.17
2014-07-23,33.83,82.15,220.21
2014-07-24,30.82,74.44,201.1
2014-07-25,59.65,148.48,372.91
2014-07-26,58.7,146.04,367.6
2014-07-27,50.63,125.26,321.52
2014-07-28,84.64,212.91,506.72
2014-07-29,71.11,178.01,435.67
2014-07-30,67.88,169.67,418.21
2014-07-31,98.13,247.73,574.58
2014-08-01,59.65,148.48,372.91
2014-08-02,75.88,190.31,461.08
2014-08-03,96.61,243.79,567.06
2014-08-04,77.45,194.35,469.34
2014-08-05,50.15,124.04,318.77
2014-08-06,5.38,10.72,28.95
2014-08-07,4.3,8.21,21.88
2014-08-08,85.7,215.65,512.17
2014-08-09,111.0,280.98,636.55
2014-08-10,63.67,158.82,395.19
2014-08-11,46.85,115.54,299.41
2014-08-12,83.79,210.71,502.33
2014-08-13,75.88,190.31,461.08
2014-08-14,89.45,225.33,531.26
2014-08-15,100.55,253.98,586.46
2014-08-16,79.88,200.63,482.08
2014-08-17,85.49,215.1,511.08
2014-08-18,18.88,44.07,122.22
2014-08-19,18.55,43.21,119.9
2014-08-20,77.45,194.35,469.34
2014-08-21,111.32,281.79,638.03
2014-08-22,109.23,276.41,628.21
2014-08-23,88.22,222.13,524.98
2014-08-24,75.43,189.15,458.7
2014-08-25,77.67,194.93,470.51
2014-08-26,93.88,236.76,553.52
2014-08-27,92.49,233.17,546.56
2014-08-28,84.22,211.81,504.53
2014-08-29,89.04,224.26,529.17
2014-08-30,103.8,262.36,602.21
2014-08-31,116.28,294.63,661.08
2014-09-01,121.16,307.25,683.14
2014-09-02,99.07,250.15,579.2
2014-09-03,83.79,210.71,502.33
2014-09-04,53.48,132.59,337.95
2014-09-05,91.49,230.58,541.52
2014-09-06,88.84,223.73,528.13
2014-09-07,74.76,187.41,455.12
2014-09-08,74.3,186.24,452.72
2014-09-09,71.8,179.78,439.36
2014-09-10,78.78,197.79,476.32
2014-09-11,77.23,193.78,468.16
2014-09-12,96.61,243.79,567.06
2014-09-13,97.56,246.26,571.78
2014-09-14,92.89,234.2,548.56
2014-09-15,84.43,212.36,505.63
2014-09-16,42.18,103.55,271.57
2014-09-17,1.96,3.12,7.84
2014-09-18,96.8,244.29,568.01
2014-09-19,98.32,248.21,575.51
2014-09-20,105.89,267.76,612.26
2014-09-21,70.19,175.64,430.73
2014-09-22,66.01,164.87,408.06
2014-09-23,54.9,136.26,346.1
2014-09-24,26.9,64.43,175.74
2014-09-25,62.72,156.4,390.0
2014-09-26,100.0,252.56,583.76
2014-09-27,27.3,65.45,178.38
2014-09-28,102.91,260.07,597.92
2014-09-29,107.41,271.7,619.56
2014-09-30,80.76,202.89,486.65
2014-10-01,83.36,209.6,500.12
2014-10-02,58.94,146.65,368.93
2014-10-03,37.83,92.4,245.1
2014-10-04,66.24,165.47,409.34
2014-10-05,81.41,204.58,490.04
2014-10-06,69.5,173.85,426.99
2014-10-07,43.8,107.72,281.33
2014-10-08,66.24,165.47,409.34
2014-10-09,88.42,222.67,526.03
2014-10-10,27.91,67.01,182.34
2014-10-11,89.66,225.85,532.29
2014-10-12,63.43,158.22,393.9
2014-10-13,73.17,183.31,446.68
2014-10-14,67.41,168.47,415.69
2014-10-15,62.02,154.58,386.08
2014-10-16,67.64,169.07,416.95
2014-10-17,38.51,94.14,249.27
2014-10-18,46.85,115.54,299.41
2014-10-19,88.22,222.13,524.98
2014-10-20,89.04,224.26,529.17
2014-10-21,11.65,25.92,72.09
2014-10-22,3.54,6.51,17.13
2014-10-23,69.73,174.45,428.24
2014-10-24,46.85,115.54,299.41
2014-10-25,54.19,134.42,342.03
2014-10-26,31.46,76.07,205.17
2014-10-27,35.82,87.24,232.62
2014-10-28,58.47,145.43,366.26
2014-10-29,69.04,172.66,424.49
2014-10-30,91.29,230.06,540.51
2014-10-31,87.59,220.52,521.81
2014-11-01,46.85,115.54,299.41
2014-11-02,2.14,3.5,8.86
2014-11-03,85.07,214.01,508.91
2014-11-04,78.12,196.07,472.84
2014-11-05,41.49,101.77,267.39
2014-11-06,34.71,84.4,225.71
2014-11-07,23.95,56.93,156.36
2014-11-08,9.55,20.74,57.45
2014-11-09,5.81,11.71,31.77
2014-11-10,33.61,81.59,218.83
2014-11-11,60.13,149.7,375.56
2014-11-12,57.04,141.76,358.24
2014-11-13,14.73,33.6,93.56
2014-11-14,0.01,0.0,0.0
2014-11-15,46.85,115.54,299.41
2014-11-16,85.7,215.65,512.17
2014-11-17,64.84,161.85,401.65
2014-11-18,24.34,57.91,158.91
2014-11-19,22.45,53.1,146.31
2014-11-20,26.7,63.91,174.43
2014-11-21,76.78,192.62,465.81
2014-11-22,92.29,232.65,545.56
2014-11-23,96.22,242.8,565.15
2014-11-24,94.86,239.29,558.41
2014-11-25,57.04,141.76,358.24
2014-11-26,77.45,194.35,469.34
2014-11-27,84.86,213.46,507.82
2014-11-28,44.5,109.52,285.51
2014-11-29,28.94,69.63,188.99
2014-11-30,40.57,99.41,261.81
2014-12-01,19.75,46.25,128.09
2014-12-02,0.89,1.13,2.64
2014-12-03,7.0,14.54,39.82
2014-12-04,0.14,0.09,0.17
2014-12-05,3.74,6.95,18.36
2014-12-06,4.9,9.59,25.78
2014-12-07,5.38,10.72,28.95
2014-12-08,13.0,29.27,81.51
2014-12-09,34.93,84.97,227.09
2014-12-10,14.88,33.97,94.6
2014-12-11,2.44,4.12,10.54
2014-12-12,26.3,62.9,171.82
2014-12-13,117.56,297.92,666.89
2014-12-14,99.82,252.08,582.85
2014-12-15,40.57,99.41,261.81
2014-12-16,21.35,50.31,138.92
2014-12-17,25.9,61.88,169.21
2014-12-18,0.78,0.95,2.19
2014-12-19,46.61,114.94,298.02
2014-12-20,46.38,114.34,296.63
2014-12-21,69.04,172.66,424.49
2014-12-22,63.67,158.82,395.19
2014-12-23,79.44,199.49,479.78
2014-12-24,8.87,19.07,52.7
2014-12-25,14.43,32.85,91.5
2014-12-26,49.21,121.61,313.26
2014-12-27,23.19,55.0,151.31
2014-12-28,88.63,223.2,527.08
2014-12-29,40.34,98.82,260.42
2014-12-30,56.09,139.32,352.86
2014-12-31,20.81,48.94,135.27
2015-01-01,121.79,308.88,685.95
2015-01-02,93.09,234.71,549.56
2015-01-03,120.39,305.25,679.68
2015-01-04,98.88,249.67,578.28
2015-01-05,16.74,38.65,107.48
2015-01-06,97.94,247.24,573.65
2015-01-07,136.18,346.2,744.95
2015-01-08,121.54,308.23,684.83
2015-01-09,137.24,348.96,748.53
2015-01-10,75.88,190.31,461.08
2015-01-11,84.86,213.46,507.82
2015-01-12,8.11,17.22,47.45
2015-01-13,0.49,0.5,1.1
2015-01-14,78.34,196.64,474.0
2015-01-15,63.67,158.82,395.19
2015-01-16,51.58,127.7,327.02
2015-01-17,77.0,193.2,466.99
2015-01-18,11.78,26.24,73.01
2015-01-19,8.0,16.97,46.72
2015-01-20,1.14,1.55,3.72
2015-01-21,1.69,2.6,6.46
2015-01-22,1.27,1.8,4.35
2015-01-23,1.2,1.67,4.03
2015-01-24,3.29,5.95,15.58
2015-01-25,4.37,8.37,22.34
2015-01-26,7.09,14.77,40.48
2015-01-27,7.49,15.73,43.19
2015-01-28,96.61,243.79,567.06
2015-01-29,56.09,139.32,352.86
2015-01-30,70.42,176.23,431.97
2015-01-31,37.83,92.4,245.1
2015-02-01,16.26,37.45,104.19
2015-02-02,3.42,6.23,16.35
2015-02-03,36.49,88.95,236.77
2015-02-04,67.41,168.47,415.69
2015-02-05,22.08,52.16,143.83
2015-02-06,3.35,6.09,15.96
2015-02-07,14.73,33.6,93.56
2015-02-08,105.37,266.42,609.78
2015-02-09,47.32,116.75,302.19
2015-02-10,73.62,184.49,449.1
2015-02-11,127.41,323.42,710.35
2015-02-12,91.08,229.53,539.49
2015-02-13,76.11,190.89,462.27
2015-02-14,10.63,23.4,64.98
2015-02-15,8.43,18.0,49.66
2015-02-16,67.41,168.47,415.69
2015-02-17,41.72,102.36,268.78
2015-02-18,100.0,252.56,583.76
2015-02-19,123.74,313.93,694.55
2015-02-20,137.24,348.96,748.53
2015-02-21,127.2,322.88,709.46
2015-02-22,1.17,1.61,3.87
2015-02-23,2.6,4.45,11.45
2015-02-24,73.17,183.31,446.68
2015-02-25,74.53,186.82,453.92
2015-02-26,14.73,33.6,93.56
2015-02-27,44.5,109.52,285.51
2015-02-28,110.04,278.5,632.04
2015-03-01,109.72,277.67,630.51
2015-03-02,112.1,283.82,641.7
2015-03-03,94.08,237.27,554.5
2015-03-04,102.55,259.14,596.18
2015-03-05,41.72,102.36,268.78
2015-03-06,8.87,19.07,52.7
2015-03-07,5.81,11.71,31.77
2015-03-08,15.79,36.27,100.95
2015-03-09,12.18,27.23,75.79
2015-03-10,26.1,62.39,170.51
2015-03-11,19.4,45.37,125.73
2015-03-12,129.5,328.84,719.08
2015-03-13,44.5,109.52,285.51
2015-03-14,97.37,245.77,570.84
2015-03-15,87.59,220.52,521.81
2015-03-16,73.62,184.49,449.1
2015-03-17,45.2,111.32,289.68
2015-03-18,45.91,113.13,293.86
2015-03-19,109.72,277.67,630.51
2015-03-20,83.57,210.15,501.22
2015-03-21,79.44,199.49,479.78
2015-03-22,108.91,275.56,626.66
2015-03-23,1.46,2.14,5.24
2015-03-24,25.11,59.88,164.04
2015-03-25,12.58,28.24,78.62
2015-03-26,36.04,87.81,234.0
2015-03-27,24.53,58.4,160.19
2015-03-28,27.3,65.45,178.38
2015-03-29,89.86,226.38,533.33
2015-03-30,88.22,222.13,524.98
2015-03-31,68.11,170.27,419.47
2015-04-01,100.19,253.03,584.66
2015-04-02,62.49,155.79,388.69
2015-04-03,48.26,119.18,307.73
2015-04-04,111.32,281.79,638.03
2015-04-05,50.39,124.65,320.15
2015-04-06,78.56,197.22,475.16
2015-04-07,60.84,151.53,379.51
2015-04-08,7.49,15.73,43.19
2015-04-09,109.56,277.25,629.75
2015-04-10,132.56,336.78,731.43
2015-04-11,129.11,327.84,717.49
2015-04-12,117.0,296.47,664.33
2015-04-13,70.65,176.82,433.2
2015-04-14,51.34,127.09,325.64
2015-04-15,108.25,273.86,623.53
2015-04-16,82.5,207.38,495.66
2015-04-17,90.48,227.96,536.42
2015-04-18,47.55,117.36,303.57
2015-04-19,48.97,121.0,311.87
2015-04-20,26.1,62.39,170.51
2015-04-21,76.56,192.05,464.63
2015-04-22,48.03,118.57,306.34
2015-04-23,138.95,353.45,753.68
2015-04-24,106.4,269.08,614.72
2015-04-25,23.57,55.96,153.83
2015-04-26,37.16,90.67,240.93
2015-04-27,6.62,13.63,37.23
2015-04-28,4.44,8.54,22.82
