# SOURCE: Derived from wind_turbines-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily wind energy output per turbine for small/medium/large distributed-scale turbines
# UNITS: date=YYYY-MM-DD, small_turbine_kwh, medium_turbine_kwh, large_turbine_kwh=kWh/turbine/day
# LOGIC: Wind speed extrapolated from 10m to hub height using power law (alpha=0.14). Power curve: P = P_rated * (v^3 - v_cin^3) / (v_rated^3 - v_cin^3) for v_cin <= v <= v_rated; P_rated for v_rated < v <= v_cout; 0 otherwise. Expected power computed by numerical integration of power curve over Rayleigh distribution of sub-daily wind speeds (corrects Jensen's inequality bias from using daily mean directly). System losses (availability, electrical, dust/soiling, mechanical) applied as per-turbine derating.
# DEPENDENCIES: data/energy/wind_turbines-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Power-law wind shear exponent 0.14 for open coastal terrain. (2) Sub-daily wind speed variability modeled via Rayleigh distribution (sigma = v_mean * sqrt(2/pi)). (3) No air density correction for altitude/temperature.
# TURBINES: small=bergey_excel_10 (10kW, hub 30m, rotor 7.0m, losses 12%); medium=eocycle_eo25 (25kW, hub 30m, rotor 12.6m, losses 10%); large=endurance_e3120 (50kW, hub 37m, rotor 19.2m, losses 10%)
date,small_turbine_kwh,medium_turbine_kwh,large_turbine_kwh
2021-01-30,15.33,35.11,97.75
2021-01-31,36.71,89.52,238.16
2021-02-01,1.38,2.0,4.87
2021-02-02,10.88,24.02,66.72
2021-02-03,36.71,89.52,238.16
2021-02-04,96.22,242.8,565.15
2021-02-05,127.51,323.69,710.78
2021-02-06,49.92,123.43,317.39
2021-02-07,3.48,6.37,16.74
2021-02-08,9.2,19.9,55.05
2021-02-09,6.25,12.76,34.74
2021-02-10,17.88,41.52,115.32
2021-02-11,17.88,41.52,115.32
2021-02-12,93.09,234.71,549.56
2021-02-13,21.71,51.23,141.37
2021-02-14,14.43,32.85,91.5
2021-02-15,67.88,169.67,418.21
2021-02-16,114.53,290.1,653.01
2021-02-17,138.91,353.35,753.58
2021-02-18,107.08,270.83,617.96
2021-02-19,78.34,196.64,474.0
2021-02-20,75.21,188.57,457.51
2021-02-21,42.87,105.33,275.75
2021-02-22,56.57,140.54,355.55
2021-02-23,115.56,292.77,657.76
2021-02-24,110.04,278.5,632.04
2021-02-25,26.7,63.91,174.43
2021-02-26,26.7,63.91,174.43
2021-02-27,68.8,172.06,423.24
2021-02-28,100.55,253.98,586.46
2021-03-01,63.43,158.22,393.9
2021-03-02,79.88,200.63,482.08
2021-03-03,128.02,325.02,712.94
2021-03-04,116.85,296.11,663.69
2021-03-05,29.77,71.76,194.36
2021-03-06,26.3,62.9,171.82
2021-03-07,85.07,214.01,508.91
2021-03-08,104.15,263.27,603.91
2021-03-09,1.65,2.52,6.24
2021-03-10,2.05,3.3,8.34
2021-03-11,35.6,86.67,231.24
2021-03-12,135.18,343.6,741.38
2021-03-13,60.6,150.92,378.2
2021-03-14,45.67,112.53,292.47
2021-03-15,37.38,91.25,242.32
2021-03-16,79.44,199.49,479.78
2021-03-17,98.13,247.73,574.58
2021-03-18,94.08,237.27,554.5
2021-03-19,74.3,186.24,452.72
2021-03-20,1.31,1.86,4.52
2021-03-21,3.35,6.09,15.96
2021-03-22,42.18,103.55,271.57
2021-03-23,89.45,225.33,531.26
2021-03-24,133.71,339.79,735.9
2021-03-25,105.54,266.87,610.61
2021-03-26,129.31,328.34,718.29
2021-03-27,78.12,196.07,472.84
2021-03-28,88.22,222.13,524.98
2021-03-29,66.01,164.87,408.06
2021-03-30,117.28,297.2,665.62
2021-03-31,105.37,266.42,609.78
2021-04-01,79.44,199.49,479.78
2021-04-02,106.74,269.96,616.34
2021-04-03,82.06,206.26,493.42
2021-04-04,55.62,138.1,350.16
2021-04-05,16.58,38.25,106.37
2021-04-06,1.87,2.94,7.36
2021-04-07,9.09,19.62,54.26
2021-04-08,68.34,170.87,420.73
2021-04-09,135.82,345.26,743.67
2021-04-10,137.13,348.69,748.19
2021-04-11,119.47,302.86,675.54
2021-04-12,110.68,280.16,635.05
2021-04-13,47.08,116.15,300.8
2021-04-14,50.63,125.26,321.52
2021-04-15,43.57,107.12,279.94
2021-04-16,33.61,81.59,218.83
2021-04-17,19.06,44.5,123.38
2021-04-18,4.37,8.37,22.34
2021-04-19,7.8,16.47,45.29
2021-04-20,5.22,10.33,27.87
2021-04-21,103.8,262.36,602.21
2021-04-22,99.26,250.64,580.12
2021-04-23,97.18,245.28,569.9
2021-04-24,81.63,205.14,491.17
2021-04-25,5.06,9.96,26.81
2021-04-26,117.56,297.92,666.89
2021-04-27,81.63,205.14,491.17
2021-04-28,13.0,29.27,81.51
2021-04-29,14.28,32.49,90.47
2021-04-30,21.53,50.77,140.14
2021-05-01,54.19,134.42,342.03
2021-05-02,34.93,84.97,227.09
2021-05-03,45.67,112.53,292.47
2021-05-04,50.39,124.65,320.15
2021-05-05,35.37,86.1,229.85
2021-05-06,70.88,177.42,434.44
2021-05-07,60.6,150.92,378.2
2021-05-08,42.41,104.14,272.97
2021-05-09,12.58,28.24,78.62
2021-05-10,41.95,102.96,270.18
2021-05-11,82.5,207.38,495.66
2021-05-12,66.01,164.87,408.06
2021-05-13,66.48,166.07,410.61
2021-05-14,77.89,195.5,471.67
2021-05-15,78.12,196.07,472.84
2021-05-16,52.29,129.53,331.12
2021-05-17,88.01,221.6,523.93
2021-05-18,86.76,218.36,517.55
2021-05-19,79.44,199.49,479.78
2021-05-20,114.09,288.95,650.94
2021-05-21,105.2,265.97,608.95
2021-05-22,118.66,300.77,671.89
2021-05-23,103.8,262.36,602.21
2021-05-24,43.57,107.12,279.94
2021-05-25,18.38,42.79,118.75
2021-05-26,12.72,28.58,79.58
2021-05-27,53.0,131.37,335.22
2021-05-28,79.44,199.49,479.78
2021-05-29,104.32,263.72,604.76
2021-05-30,56.09,139.32,352.86
2021-05-31,45.67,112.53,292.47
2021-06-01,95.84,241.8,563.24
2021-06-02,123.02,312.07,691.4
2021-06-03,125.8,319.26,703.48
2021-06-04,130.69,331.94,723.98
2021-06-05,125.02,317.23,700.1
2021-06-06,98.51,248.7,576.43
2021-06-07,107.58,272.13,620.36
2021-06-08,120.65,305.92,680.84
2021-06-09,50.39,124.65,320.15
2021-06-10,54.67,135.65,344.75
2021-06-11,84.22,211.81,504.53
2021-06-12,8.65,18.53,51.17
2021-06-13,84.22,211.81,504.53
2021-06-14,135.11,343.43,741.14
2021-06-15,97.56,246.26,571.78
2021-06-16,112.57,285.02,643.87
2021-06-17,98.88,249.67,578.28
2021-06-18,88.22,222.13,524.98
2021-06-19,106.74,269.96,616.34
2021-06-20,90.07,226.91,534.36
2021-06-21,31.88,77.17,207.89
2021-06-22,73.17,183.31,446.68
2021-06-23,101.47,256.34,590.92
2021-06-24,93.29,235.22,550.55
2021-06-25,84.0,211.26,503.43
2021-06-26,75.21,188.57,457.51
2021-06-27,49.44,122.22,314.64
2021-06-28,52.05,128.92,329.76
2021-06-29,69.5,173.85,426.99
2021-06-30,76.33,191.47,463.45
2021-07-01,79.22,198.93,478.63
2021-07-02,75.66,189.73,459.89
2021-07-03,63.43,158.22,393.9
2021-07-04,112.87,285.81,645.3
2021-07-05,101.65,256.81,591.8
2021-07-06,90.88,229.01,538.47
2021-07-07,73.4,183.9,447.89
2021-07-08,83.79,210.71,502.33
2021-07-09,94.08,237.27,554.5
2021-07-10,91.89,231.62,543.54
2021-07-11,67.18,167.87,414.42
2021-07-12,57.28,142.38,359.58
2021-07-13,82.93,208.49,497.89
2021-07-14,94.67,238.79,557.43
2021-07-15,60.6,150.92,378.2
2021-07-16,51.81,128.31,328.39
2021-07-17,32.96,79.93,214.72
2021-07-18,61.78,153.97,384.77
2021-07-19,103.44,261.45,600.5
2021-07-20,101.1,255.4,589.14
2021-07-21,101.47,256.34,590.92
2021-07-22,114.83,290.87,654.38
2021-07-23,102.19,258.21,594.44
2021-07-24,93.29,235.22,550.55
2021-07-25,53.48,132.59,337.95
2021-07-26,66.95,167.27,413.15
2021-07-27,108.74,275.14,625.88
2021-07-28,91.69,231.1,542.53
2021-07-29,82.28,206.82,494.54
2021-07-30,53.95,133.81,340.67
2021-07-31,26.7,63.91,174.43
2021-08-01,2.93,5.17,13.42
2021-08-02,0.95,1.23,2.88
2021-08-03,0.71,0.83,1.89
2021-08-04,1.2,1.67,4.03
2021-08-05,3.94,7.41,19.63
2021-08-06,0.92,1.18,2.76
2021-08-07,3.48,6.37,16.74
2021-08-08,33.61,81.59,218.83
2021-08-09,74.08,185.66,451.52
2021-08-10,82.93,208.49,497.89
2021-08-11,75.88,190.31,461.08
2021-08-12,36.04,87.81,234.0
2021-08-13,28.73,69.1,187.66
2021-08-14,88.22,222.13,524.98
2021-08-15,58.47,145.43,366.26
2021-08-16,89.66,225.85,532.29
2021-08-17,108.58,274.71,625.1
2021-08-18,101.65,256.81,591.8
2021-08-19,98.7,249.19,577.36
2021-08-20,95.06,239.8,559.38
2021-08-21,75.66,189.73,459.89
2021-08-22,70.88,177.42,434.44
2021-08-23,72.26,180.96,441.81
2021-08-24,77.89,195.5,471.67
2021-08-25,115.12,291.63,655.74
2021-08-26,121.41,307.9,684.27
2021-08-27,111.32,281.79,638.03
2021-08-28,113.18,286.6,646.73
2021-08-29,109.07,275.98,627.43
2021-08-30,106.4,269.08,614.72
2021-08-31,92.49,233.17,546.56
2021-09-01,91.08,229.53,539.49
2021-09-02,103.62,261.9,601.36
2021-09-03,121.41,307.9,684.27
2021-09-04,105.02,265.53,608.12
2021-09-05,111.63,282.61,639.51
2021-09-06,117.28,297.2,665.62
2021-09-07,107.08,270.83,617.96
2021-09-08,71.57,179.19,438.13
2021-09-09,70.88,177.42,434.44
2021-09-10,130.69,331.94,723.98
2021-09-11,114.53,290.1,653.01
2021-09-12,96.22,242.8,565.15
2021-09-13,48.97,121.0,311.87
2021-09-14,61.78,153.97,384.77
2021-09-15,77.45,194.35,469.34
2021-09-16,113.33,287.0,647.44
2021-09-17,91.29,230.06,540.51
2021-09-18,30.4,73.36,198.4
2021-09-19,38.74,94.72,250.66
2021-09-20,44.27,108.92,284.12
2021-09-21,57.52,142.99,360.92
2021-09-22,88.01,221.6,523.93
2021-09-23,86.97,218.91,518.62
2021-09-24,97.37,245.77,570.84
2021-09-25,45.91,113.13,293.86
2021-09-26,64.14,160.04,397.78
2021-09-27,120.39,305.25,679.68
2021-09-28,97.75,246.75,572.71
2021-09-29,85.28,214.56,510.0
2021-09-30,74.08,185.66,451.52
2021-10-01,94.86,239.29,558.41
2021-10-02,95.45,240.8,561.31
2021-10-03,91.89,231.62,543.54
2021-10-04,69.27,173.26,425.75
2021-10-05,73.85,185.07,450.31
2021-10-06,67.41,168.47,415.69
2021-10-07,15.18,34.73,96.69
2021-10-08,53.95,133.81,340.67
2021-10-09,64.14,160.04,397.78
2021-10-10,69.27,173.26,425.75
2021-10-11,42.87,105.33,275.75
2021-10-12,41.49,101.77,267.39
2021-10-13,49.44,122.22,314.64
2021-10-14,22.82,54.05,148.8
2021-10-15,32.1,77.72,209.25
2021-10-16,103.27,260.99,599.64
2021-10-17,96.8,244.29,568.01
2021-10-18,99.44,251.12,581.03
2021-10-19,96.22,242.8,565.15
2021-10-20,95.64,241.3,562.28
2021-10-21,77.89,195.5,471.67
2021-10-22,87.38,219.98,520.75
2021-10-23,42.64,104.74,274.36
2021-10-24,30.19,72.83,197.05
2021-10-25,25.7,61.38,167.91
2021-10-26,34.71,84.4,225.71
2021-10-27,8.98,19.34,53.48
2021-10-28,1.34,1.93,4.69
2021-10-29,2.99,5.29,13.76
2021-10-30,32.53,78.82,211.98
2021-10-31,14.28,32.49,90.47
2021-11-01,15.95,36.66,102.02
2021-11-02,89.86,226.38,533.33
2021-11-03,54.43,135.04,343.39
2021-11-04,16.9,39.05,108.58
2021-11-05,25.7,61.38,167.91
2021-11-06,33.61,81.59,218.83
2021-11-07,23.95,56.93,156.36
2021-11-08,10.14,22.2,61.57
2021-11-09,6.71,13.86,37.87
2021-11-10,30.61,73.9,199.75
2021-11-11,39.88,97.65,257.63
2021-11-12,0.81,0.99,2.3
2021-11-13,10.75,23.71,65.85
2021-11-14,10.38,22.79,63.27
2021-11-15,12.18,27.23,75.79
2021-11-16,41.72,102.36,268.78
2021-11-17,54.9,136.26,346.1
2021-11-18,89.25,224.8,530.22
2021-11-19,101.83,257.28,592.68
2021-11-20,78.34,196.64,474.0
2021-11-21,67.64,169.07,416.95
2021-11-22,12.31,27.57,76.73
2021-11-23,22.08,52.16,143.83
2021-11-24,44.27,108.92,284.12
2021-11-25,39.88,97.65,257.63
2021-11-26,53.71,133.2,339.31
2021-11-27,14.88,33.97,94.6
2021-11-28,10.38,22.79,63.27
2021-11-29,3.61,6.65,17.54
2021-11-30,7.69,16.22,44.59
2021-12-01,119.99,304.23,677.92
2021-12-02,50.63,125.26,321.52
2021-12-03,4.37,8.37,22.34
2021-12-04,0.47,0.47,1.03
2021-12-05,66.95,167.27,413.15
2021-12-06,1.57,2.36,5.83
2021-12-07,17.06,39.46,109.69
2021-12-08,113.63,287.78,648.84
2021-12-09,44.04,108.32,282.72
2021-12-10,13.14,29.62,82.48
2021-12-11,4.3,8.21,21.88
2021-12-12,10.26,22.49,62.42
2021-12-13,0.16,0.11,0.2
2021-12-14,60.13,149.7,375.56
2021-12-15,104.67,264.63,606.44
2021-12-16,71.8,179.78,439.36
2021-12-17,74.3,186.24,452.72
2021-12-18,54.43,135.04,343.39
2021-12-19,27.7,66.49,181.02
2021-12-20,95.64,241.3,562.28
2021-12-21,73.85,185.07,450.31
2021-12-22,66.95,167.27,413.15
2021-12-23,71.8,179.78,439.36
2021-12-24,88.01,221.6,523.93
2021-12-25,34.49,83.84,224.33
2021-12-26,34.27,83.27,222.96
2021-12-27,22.26,52.63,145.07
2021-12-28,54.67,135.65,344.75
2021-12-29,78.34,196.64,474.0
2021-12-30,15.33,35.11,97.75
2021-12-31,15.64,35.88,99.87
2022-01-01,22.82,54.05,148.8
2022-01-02,89.45,225.33,531.26
2022-01-03,62.49,155.79,388.69
2022-01-04,34.05,82.71,221.58
2022-01-05,14.43,32.85,91.5
2022-01-06,0.28,0.23,0.46
2022-01-07,7.0,14.54,39.82
2022-01-08,7.69,16.22,44.59
2022-01-09,18.21,42.36,117.6
2022-01-10,53.24,131.98,336.59
2022-01-11,5.47,10.91,29.5
2022-01-12,7.09,14.77,40.48
2022-01-13,90.07,226.91,534.36
2022-01-14,103.62,261.9,601.36
2022-01-15,91.08,229.53,539.49
2022-01-16,76.78,192.62,465.81
2022-01-17,46.14,113.73,295.25
2022-01-18,32.53,78.82,211.98
2022-01-19,102.73,259.61,597.05
2022-01-20,64.61,161.25,400.36
2022-01-21,10.51,23.1,64.12
2022-01-22,71.11,178.01,435.67
2022-01-23,87.8,221.06,522.87
2022-01-24,75.66,189.73,459.89
2022-01-25,87.38,219.98,520.75
2022-01-26,114.98,291.25,655.06
2022-01-27,100.37,253.51,585.56
2022-01-28,59.42,147.87,371.58
2022-01-29,75.66,189.73,459.89
2022-01-30,79.66,200.06,480.93
2022-01-31,89.45,225.33,531.26
2022-02-01,10.63,23.4,64.98
2022-02-02,2.29,3.8,9.68
2022-02-03,40.34,98.82,260.42
2022-02-04,113.48,287.39,648.14
2022-02-05,100.0,252.56,583.76
2022-02-06,44.97,110.72,288.29
2022-02-07,35.37,86.1,229.85
2022-02-08,29.77,71.76,194.36
2022-02-09,105.37,266.42,609.78
2022-02-10,123.02,312.07,691.4
2022-02-11,50.39,124.65,320.15
2022-02-12,12.31,27.57,76.73
2022-02-13,10.51,23.1,64.12
2022-02-14,70.19,175.64,430.73
2022-02-15,85.7,215.65,512.17
2022-02-16,49.92,123.43,317.39
2022-02-17,27.1,64.94,177.06
2022-02-18,56.09,139.32,352.86
2022-02-19,124.33,315.45,697.11
2022-02-20,49.92,123.43,317.39
2022-02-21,16.9,39.05,108.58
2022-02-22,23.95,56.93,156.36
2022-02-23,12.31,27.57,76.73
2022-02-24,84.86,213.46,507.82
2022-02-25,89.66,225.85,532.29
2022-02-26,65.78,164.26,406.78
2022-02-27,36.71,89.52,238.16
2022-02-28,57.52,142.99,360.92
2022-03-01,35.82,87.24,232.62
2022-03-02,2.24,3.7,9.4
2022-03-03,115.56,292.77,657.76
2022-03-04,74.98,187.99,456.32
2022-03-05,27.1,64.94,177.06
2022-03-06,16.42,37.85,105.28
2022-03-07,103.62,261.9,601.36
2022-03-08,16.1,37.05,103.1
2022-03-09,46.14,113.73,295.25
2022-03-10,127.41,323.42,710.35
2022-03-11,130.69,331.94,723.98
2022-03-12,121.16,307.25,683.14
2022-03-13,94.08,237.27,554.5
2022-03-14,125.58,318.68,702.53
2022-03-15,129.31,328.34,718.29
2022-03-16,63.2,157.61,392.6
2022-03-17,38.06,92.98,246.49
2022-03-18,88.84,223.73,528.13
2022-03-19,90.48,227.96,536.42
2022-03-20,66.24,165.47,409.34
2022-03-21,84.64,212.91,506.72
2022-03-22,122.54,310.81,689.25
2022-03-23,91.29,230.06,540.51
2022-03-24,93.68,236.25,552.53
2022-03-25,107.24,271.27,618.76
2022-03-26,66.24,165.47,409.34
2022-03-27,71.34,178.6,436.9
2022-03-28,26.1,62.39,170.51
2022-03-29,9.55,20.74,57.45
2022-03-30,97.37,245.77,570.84
2022-03-31,7.29,15.25,41.82
2022-04-01,4.44,8.54,22.82
2022-04-02,9.09,19.62,54.26
2022-04-03,23.19,55.0,151.31
2022-04-04,37.38,91.25,242.32
2022-04-05,37.38,91.25,242.32
2022-04-06,50.15,124.04,318.77
2022-04-07,30.19,72.83,197.05
2022-04-08,8.11,17.22,47.45
2022-04-09,63.67,158.82,395.19
2022-04-10,25.9,61.88,169.21
2022-04-11,88.63,223.2,527.08
2022-04-12,130.24,330.77,722.14
2022-04-13,64.84,161.85,401.65
2022-04-14,90.27,227.44,535.39
2022-04-15,51.58,127.7,327.02
2022-04-16,37.61,91.82,243.71
2022-04-17,3.29,5.95,15.58
2022-04-18,34.71,84.4,225.71
2022-04-19,127.2,322.88,709.46
2022-04-20,102.73,259.61,597.05
2022-04-21,45.67,112.53,292.47
2022-04-22,48.5,119.79,309.11
2022-04-23,78.78,197.79,476.32
2022-04-24,30.19,72.83,197.05
2022-04-25,11.39,25.27,70.28
2022-04-26,4.52,8.71,23.3
2022-04-27,38.29,93.56,247.88
2022-04-28,45.44,111.92,291.07
2022-04-29,5.81,11.71,31.77
2022-04-30,34.49,83.84,224.33
2022-05-01,95.64,241.3,562.28
2022-05-02,7.29,15.25,41.82
2022-05-03,3.35,6.09,15.96
2022-05-04,119.99,304.23,677.92
2022-05-05,127.2,322.88,709.46
2022-05-06,120.9,306.58,682.0
2022-05-07,67.41,168.47,415.69
2022-05-08,22.26,52.63,145.07
2022-05-09,2.05,3.3,8.34
2022-05-10,85.7,215.65,512.17
2022-05-11,92.69,233.68,547.56
2022-05-12,47.32,116.75,302.19
2022-05-13,5.38,10.72,28.95
2022-05-14,20.81,48.94,135.27
2022-05-15,133.42,339.01,734.76
2022-05-16,120.26,304.91,679.1
2022-05-17,108.58,274.71,625.1
2022-05-18,57.52,142.99,360.92
2022-05-19,79.22,198.93,478.63
2022-05-20,54.19,134.42,342.03
2022-05-21,122.41,310.49,688.7
2022-05-22,134.71,342.38,739.66
2022-05-23,85.49,215.1,511.08
2022-05-24,48.03,118.57,306.34
2022-05-25,80.1,201.2,483.22
2022-05-26,79.0,198.36,477.48
2022-05-27,85.92,216.19,513.25
2022-05-28,72.71,182.14,444.25
2022-05-29,30.4,73.36,198.4
2022-05-30,44.97,110.72,288.29
2022-05-31,95.25,240.3,560.35
2022-06-01,117.56,297.92,666.89
2022-06-02,83.36,209.6,500.12
2022-06-03,73.17,183.31,446.68
2022-06-04,72.48,181.55,443.03
2022-06-05,73.17,183.31,446.68
2022-06-06,95.45,240.8,561.31
2022-06-07,78.78,197.79,476.32
2022-06-08,75.43,189.15,458.7
2022-06-09,41.72,102.36,268.78
2022-06-10,44.97,110.72,288.29
2022-06-11,49.68,122.83,316.01
2022-06-12,94.86,239.29,558.41
2022-06-13,93.09,234.71,549.56
2022-06-14,57.28,142.38,359.58
2022-06-15,90.48,227.96,536.42
2022-06-16,103.44,261.45,600.5
2022-06-17,109.4,276.83,628.98
2022-06-18,76.11,190.89,462.27
2022-06-19,105.2,265.97,608.95
2022-06-20,128.43,326.06,714.63
2022-06-21,137.64,350.02,749.84
2022-06-22,122.9,311.76,690.86
2022-06-23,60.13,149.7,375.56
2022-06-24,57.99,144.21,363.59
2022-06-25,82.93,208.49,497.89
2022-06-26,97.94,247.24,573.65
2022-06-27,84.43,212.36,505.63
2022-06-28,86.97,218.91,518.62
2022-06-29,61.07,152.14,380.83
2022-06-30,70.42,176.23,431.97
2022-07-01,72.26,180.96,441.81
2022-07-02,78.56,197.22,475.16
2022-07-03,44.04,108.32,282.72
2022-07-04,42.87,105.33,275.75
2022-07-05,48.97,121.0,311.87
2022-07-06,74.53,186.82,453.92
2022-07-07,85.7,215.65,512.17
2022-07-08,72.94,182.73,445.47
2022-07-09,105.54,266.87,610.61
2022-07-10,107.91,273.0,621.95
2022-07-11,94.86,239.29,558.41
2022-07-12,90.27,227.44,535.39
2022-07-13,118.66,300.77,671.89
2022-07-14,126.02,319.83,704.43
2022-07-15,119.99,304.23,677.92
2022-07-16,114.38,289.72,652.32
2022-07-17,113.94,288.56,650.24
2022-07-18,69.96,175.04,429.48
2022-07-19,48.26,119.18,307.73
2022-07-20,88.01,221.6,523.93
2022-07-21,122.17,309.85,687.61
2022-07-22,109.88,278.08,631.28
2022-07-23,114.23,289.33,651.63
2022-07-24,98.51,248.7,576.43
2022-07-25,58.7,146.04,367.6
2022-07-26,15.48,35.5,98.81
2022-07-27,58.7,146.04,367.6
2022-07-28,27.3,65.45,178.38
2022-07-29,84.86,213.46,507.82
2022-07-30,112.26,284.22,642.43
2022-07-31,95.64,241.3,562.28
2022-08-01,73.4,183.9,447.89
2022-08-02,60.36,150.31,376.88
2022-08-03,103.62,261.9,601.36
2022-08-04,81.85,205.7,492.3
2022-08-05,31.24,75.53,203.81
2022-08-06,62.96,157.01,391.3
2022-08-07,74.08,185.66,451.52
2022-08-08,101.83,257.28,592.68
2022-08-09,113.78,288.17,649.55
2022-08-10,111.63,282.61,639.51
2022-08-11,111.0,280.98,636.55
2022-08-12,112.72,285.42,644.59
2022-08-13,124.44,315.75,697.61
2022-08-14,115.42,292.39,657.09
2022-08-15,101.29,255.87,590.03
2022-08-16,101.47,256.34,590.92
2022-08-17,100.0,252.56,583.76
2022-08-18,102.37,258.68,595.31
2022-08-19,100.74,254.46,587.36
2022-08-20,67.88,169.67,418.21
2022-08-21,35.6,86.67,231.24
2022-08-22,45.2,111.32,289.68
2022-08-23,39.88,97.65,257.63
2022-08-24,24.34,57.91,158.91
2022-08-25,38.97,95.31,252.06
2022-08-26,85.92,216.19,513.25
2022-08-27,40.11,98.23,259.02
2022-08-28,58.23,144.82,364.93
2022-08-29,71.57,179.19,438.13
2022-08-30,90.88,229.01,538.47
2022-08-31,98.13,247.73,574.58
2022-09-01,103.09,260.53,598.78
2022-09-02,103.62,261.9,601.36
2022-09-03,121.54,308.23,684.83
2022-09-04,115.56,292.77,657.76
2022-09-05,112.41,284.62,643.15
2022-09-06,119.6,303.2,676.14
2022-09-07,94.28,237.77,555.48
2022-09-08,82.5,207.38,495.66
2022-09-09,75.43,189.15,458.7
2022-09-10,81.2,204.02,488.91
2022-09-11,101.1,255.4,589.14
2022-09-12,103.44,261.45,600.5
2022-09-13,85.49,215.1,511.08
2022-09-14,96.99,244.78,568.95
2022-09-15,93.88,236.76,553.52
2022-09-16,102.73,259.61,597.05
2022-09-17,79.66,200.06,480.93
2022-09-18,62.02,154.58,386.08
2022-09-19,80.98,203.45,487.78
2022-09-20,83.36,209.6,500.12
2022-09-21,89.66,225.85,532.29
2022-09-22,43.8,107.72,281.33
2022-09-23,16.42,37.85,105.28
2022-09-24,41.02,100.59,264.6
2022-09-25,26.1,62.39,170.51
2022-09-26,8.98,19.34,53.48
2022-09-27,33.61,81.59,218.83
2022-09-28,76.33,191.47,463.45
2022-09-29,27.7,66.49,181.02
2022-09-30,20.45,48.03,132.86
2022-10-01,38.06,92.98,246.49
2022-10-02,53.24,131.98,336.59
2022-10-03,34.71,84.4,225.71
2022-10-04,43.57,107.12,279.94
2022-10-05,69.5,173.85,426.99
2022-10-06,87.18,219.45,519.68
2022-10-07,127.72,324.23,711.65
2022-10-08,125.02,317.23,700.1
2022-10-09,103.27,260.99,599.64
2022-10-10,88.01,221.6,523.93
2022-10-11,49.68,122.83,316.01
2022-10-12,57.28,142.38,359.58
2022-10-13,80.98,203.45,487.78
2022-10-14,84.64,212.91,506.72
2022-10-15,13.85,31.39,87.44
2022-10-16,5.14,10.14,27.34
2022-10-17,90.88,229.01,538.47
2022-10-18,101.47,256.34,590.92
2022-10-19,94.86,239.29,558.41
2022-10-20,75.43,189.15,458.7
2022-10-21,90.88,229.01,538.47
2022-10-22,80.1,201.2,483.22
2022-10-23,92.29,232.65,545.56
2022-10-24,63.2,157.61,392.6
2022-10-25,5.98,12.12,32.94
2022-10-26,69.73,174.45,428.24
2022-10-27,46.14,113.73,295.25
2022-10-28,27.1,64.94,177.06
2022-10-29,25.7,61.38,167.91
2022-10-30,74.08,185.66,451.52
2022-10-31,87.8,221.06,522.87
2022-11-01,84.0,211.26,503.43
2022-11-02,77.0,193.2,466.99
2022-11-03,29.98,72.29,195.7
2022-11-04,46.85,115.54,299.41
2022-11-05,21.71,51.23,141.37
2022-11-06,12.86,28.93,80.54
2022-11-07,74.53,186.82,453.92
2022-11-08,85.92,216.19,513.25
2022-11-09,65.08,162.45,402.94
2022-11-10,31.24,75.53,203.81
2022-11-11,19.57,45.81,126.91
2022-11-12,19.06,44.5,123.38
2022-11-13,52.05,128.92,329.76
2022-11-14,62.49,155.79,388.69
2022-11-15,75.88,190.31,461.08
2022-11-16,85.92,216.19,513.25
2022-11-17,45.91,113.13,293.86
2022-11-18,43.57,107.12,279.94
2022-11-19,29.56,71.22,193.01
2022-11-20,6.9,14.31,39.16
2022-11-21,4.08,7.72,20.51
2022-11-22,69.04,172.66,424.49
2022-11-23,41.26,101.18,265.99
2022-11-24,86.97,218.91,518.62
2022-11-25,75.66,189.73,459.89
2022-11-26,55.85,138.71,351.51
2022-11-27,3.94,7.41,19.63
2022-11-28,1.27,1.8,4.35
2022-11-29,44.74,110.12,286.9
2022-11-30,0.02,0.0,0.01
2022-12-01,13.42,30.32,84.45
2022-12-02,27.1,64.94,177.06
2022-12-03,17.55,40.69,113.05
2022-12-04,58.23,144.82,364.93
2022-12-05,71.8,179.78,439.36
2022-12-06,65.54,163.66,405.5
2022-12-07,38.97,95.31,252.06
2022-12-08,58.47,145.43,366.26
2022-12-09,48.5,119.79,309.11
2022-12-10,20.81,48.94,135.27
2022-12-11,5.06,9.96,26.81
2022-12-12,3.17,5.68,14.84
2022-12-13,44.27,108.92,284.12
2022-12-14,40.11,98.23,259.02
2022-12-15,22.63,53.57,147.55
2022-12-16,7.39,15.49,42.5
2022-12-17,11.91,26.57,73.93
2022-12-18,5.22,10.33,27.87
2022-12-19,11.39,25.27,70.28
2022-12-20,60.84,151.53,379.51
2022-12-21,80.32,201.76,484.37
2022-12-22,14.88,33.97,94.6
2022-12-23,113.48,287.39,648.14
2022-12-24,47.32,116.75,302.19
2022-12-25,72.71,182.14,444.25
2022-12-26,104.32,263.72,604.76
2022-12-27,89.86,226.38,533.33
2022-12-28,15.64,35.88,99.87
2022-12-29,18.38,42.79,118.75
2022-12-30,23.57,55.96,153.83
2022-12-31,32.53,78.82,211.98
