day,farm_1_agripv_kwh,farm_2_agripv_kwh,low_density_comm_solar_kwh,medium_density_comm_solar_kwh,high_density_comm_solar_kwh,small_turbine_wind_kwh,medium_turbine_wind_kwh,large_turbine_wind_kwh,total_solar_kwh,total_wind_kwh,total_renewable_kwh
2011-06-05,8124.74,5111.626,1022.325,1624.948,2905.559,2076.0,1574.16,2408.84,18789.198,6059.0,24848.198
2011-06-06,8118.845,5107.844,1021.569,1623.769,2903.501,1861.8,1408.26,2198.24,18775.528,5468.3,24243.828
2011-06-07,8012.618,5041.096,1008.219,1602.524,2865.446,951.0,704.16,1214.28,18529.903,2869.44,21399.343
2011-06-08,8186.113,5150.307,1030.061,1637.223,2927.452,1426.8,1071.6,1747.6,18931.156,4246.0,23177.156
2011-06-09,8118.484,5107.869,1021.574,1623.697,2903.181,1074.2,799.2,1357.24,18774.805,3230.64,22005.445
2011-06-10,7948.952,5001.29,1000.258,1589.79,2842.495,880.8,649.92,1130.88,18382.785,2661.6,21044.385
2011-06-11,7917.246,4981.232,996.246,1583.449,2831.233,1985.2,1503.84,2320.48,18309.406,5809.52,24118.926
2011-06-12,8230.839,5178.37,1035.674,1646.168,2943.505,2161.6,1640.58,2490.96,19034.555,6293.14,25327.695
2011-06-13,8116.363,5106.373,1021.275,1623.273,2902.546,1499.6,1127.94,1825.28,18769.828,4452.82,23222.648
2011-06-14,7830.689,4926.582,985.316,1566.138,2800.429,1357.6,1018.02,1672.84,18109.154,4048.46,22157.614
2011-06-15,8100.432,5096.321,1019.264,1620.086,2896.879,1343.6,1007.22,1657.68,18732.984,4008.5,22741.484
2011-06-16,8053.451,5066.835,1013.367,1610.69,2880.015,2299.6,1747.5,2620.24,18624.358,6667.34,25291.698
2011-06-17,8072.152,5078.578,1015.716,1614.43,2886.723,2448.2,1862.94,2754.8,18667.599,7065.94,25733.539
2011-06-18,8165.772,5137.375,1027.475,1633.154,2920.286,2448.2,1862.94,2754.8,18884.062,7065.94,25950.002
2011-06-19,8164.944,5136.795,1027.359,1632.989,2920.032,1901.2,1438.8,2237.52,18882.118,5577.52,24459.638
2011-06-20,8157.791,5132.339,1026.468,1631.558,2917.434,1306.2,978.36,1616.88,18865.59,3901.44,22767.03
2011-06-21,8027.373,5050.42,1010.084,1605.475,2870.698,806.8,592.92,1041.68,18564.049,2441.4,21005.449
2011-06-22,7987.404,5025.279,1005.056,1597.481,2856.4,1169.4,872.58,1465.04,18471.62,3507.02,21978.64
2011-06-23,7823.798,4922.382,984.476,1564.76,2797.871,1458.8,1096.38,1781.88,18093.287,4337.06,22430.347
2011-06-24,7967.288,5012.655,1002.531,1593.458,2849.182,1650.0,1244.28,1982.64,18425.114,4876.92,23302.034
2011-06-25,8111.725,5103.47,1020.694,1622.345,2900.882,1632.6,1230.84,1964.68,18759.116,4828.12,23587.236
2011-06-26,8167.63,5138.67,1027.734,1633.526,2920.85,1183.6,883.56,1481.04,18888.41,3548.2,22436.61
2011-06-27,8019.84,5045.699,1009.14,1603.968,2867.988,1526.6,1148.82,1853.8,18546.634,4529.22,23075.854
2011-06-28,7889.983,4963.959,992.792,1577.997,2821.58,2210.4,1678.44,2537.2,18246.311,6426.04,24672.351
2011-06-29,7965.284,5011.201,1002.24,1593.057,2848.612,2328.6,1770.0,2646.92,18420.395,6745.52,25165.915
2011-06-30,8162.265,5135.17,1027.034,1632.453,2919.027,2093.4,1587.78,2425.76,18875.949,6106.94,24982.889
2011-07-01,7904.33,4972.891,994.578,1580.866,2826.785,1417.6,1064.52,1737.76,18279.45,4219.88,22499.33
2011-07-02,7725.607,4860.486,972.097,1545.121,2762.834,834.4,614.16,1075.12,17866.146,2523.68,20389.826
2011-07-03,7735.211,4866.649,973.33,1547.042,2766.186,1145.6,854.28,1438.32,17888.418,3438.2,21326.618
2011-07-04,7808.467,4912.74,982.548,1561.693,2792.377,1970.2,1492.2,2305.72,18057.824,5768.12,23825.944
2011-07-05,7728.862,4862.614,972.523,1545.772,2763.944,1504.2,1131.42,1830.04,17873.715,4465.66,22339.375
2011-07-06,7739.645,4869.421,973.884,1547.929,2767.783,1007.8,747.9,1280.6,17898.662,3036.3,20934.962
2011-07-07,7739.25,4869.262,973.852,1547.85,2767.576,918.2,678.78,1175.44,17897.79,2772.42,20670.21
2011-07-08,7588.679,4774.548,954.91,1517.736,2713.713,646.2,469.62,842.48,17549.586,1958.3,19507.886
2011-07-09,7361.467,4631.619,926.324,1472.293,2632.443,747.6,547.5,969.28,17024.146,2264.38,19288.526
2011-07-10,7511.575,4726.124,945.225,1502.315,2686.077,1315.6,985.56,1627.12,17371.316,3928.28,21299.596
2011-07-11,7645.706,4810.479,962.096,1529.141,2734.066,1789.0,1351.98,2125.04,17681.488,5266.02,22947.508
2011-07-12,7668.37,4824.708,964.942,1533.674,2742.2,1837.8,1389.72,2174.16,17733.893,5401.68,23135.573
2011-07-13,7783.707,4897.238,979.448,1556.741,2783.471,1371.4,1028.82,1687.96,18000.605,4088.18,22088.785
2011-07-14,7619.596,4794.021,958.804,1523.919,2724.755,1098.0,817.56,1384.4,17621.096,3299.96,20921.056
2011-07-15,7667.872,4824.42,964.884,1533.574,2742.0,1602.0,1207.2,1932.88,17732.75,4742.08,22474.83
2011-07-16,7985.644,5024.283,1004.857,1597.129,2855.689,2025.8,1535.22,2360.12,18467.601,5921.14,24388.741
2011-07-17,8005.883,5036.982,1007.396,1601.177,2862.951,1680.0,1267.56,2013.72,18514.389,4961.28,23475.669
2011-07-18,7956.609,5006.017,1001.203,1591.322,2845.306,1193.0,890.88,1491.64,18400.456,3575.52,21975.976
2011-07-19,7959.836,5008.034,1001.607,1591.967,2846.468,659.2,479.58,858.88,18407.912,1997.66,20405.572
2011-07-20,7744.854,4872.816,974.563,1548.971,2769.552,186.4,121.08,223.36,17910.756,530.84,18441.596
2011-07-21,7719.741,4857.062,971.412,1543.948,2760.538,215.0,142.26,263.4,17852.702,620.66,18473.362
2011-07-22,7680.144,4832.215,966.443,1536.029,2746.333,76.2,42.6,75.12,17761.164,193.92,17955.084
2011-07-23,7630.632,4800.919,960.184,1526.126,2728.728,1562.4,1176.42,1891.36,17646.589,4630.18,22276.769
2011-07-24,7927.429,4987.66,997.532,1585.486,2834.873,427.0,301.86,555.68,18332.98,1284.54,19617.52
2011-07-25,7698.26,4843.666,968.733,1539.652,2752.768,12.8,4.32,6.48,17803.079,23.6,17826.679
2011-07-26,7452.208,4688.858,937.772,1490.442,2664.784,502.2,359.28,656.16,17234.063,1517.64,18751.703
2011-07-27,7051.617,4436.827,887.365,1410.323,2521.528,1169.4,872.58,1465.04,16307.661,3507.02,19814.681
2011-07-28,7383.204,4645.395,929.079,1476.641,2640.141,1833.8,1386.6,2170.12,17074.46,5390.52,22464.98
2011-07-29,7502.389,4720.365,944.073,1500.478,2682.775,1606.4,1210.56,1937.48,17350.08,4754.44,22104.52
2011-07-30,7337.573,4616.703,923.341,1467.515,2623.806,1440.6,1082.22,1762.36,16968.938,4285.18,21254.118
2011-07-31,7090.19,4460.981,892.196,1418.038,2535.408,1988.8,1506.72,2324.12,16396.814,5819.64,22216.454
2011-08-01,7294.203,4589.351,917.87,1458.841,2608.352,2151.6,1632.78,2481.44,16868.617,6265.82,23134.437
2011-08-02,7274.372,4576.844,915.369,1454.874,2601.278,1977.6,1498.02,2313.12,16822.738,5788.74,22611.478
2011-08-03,7143.406,4494.557,898.911,1428.681,2554.367,1726.8,1303.68,2061.6,16519.923,5092.08,21612.003
2011-08-04,7338.237,4617.115,923.423,1467.647,2624.048,2266.6,1722.0,2589.76,16970.471,6578.36,23548.831
2011-08-05,7293.643,4588.94,917.788,1458.729,2608.195,2320.0,1763.34,2639.04,16867.294,6722.38,23589.674
2011-08-06,7364.004,4633.167,926.633,1472.801,2633.386,2284.6,1735.98,2606.52,17029.992,6627.1,23657.092
2011-08-07,7401.43,4656.713,931.343,1480.286,2646.768,1955.0,1480.5,2290.84,17116.54,5726.34,22842.88
2011-08-08,7512.018,4726.243,945.249,1502.404,2686.349,1650.0,1244.28,1982.64,17372.262,4876.92,22249.182
2011-08-09,7663.377,4821.541,964.308,1532.675,2740.433,1662.8,1254.24,1996.04,17722.335,4913.08,22635.415
2011-08-10,7613.048,4789.859,957.972,1522.61,2722.452,1348.2,1010.82,1662.76,17605.939,4021.78,21627.719
2011-08-11,7611.377,4788.779,957.756,1522.275,2721.872,1060.0,788.22,1340.88,17602.06,3189.1,20791.16
2011-08-12,7616.947,4792.325,958.465,1523.389,2723.833,1221.4,912.84,1523.32,17614.959,3657.56,21272.519
2011-08-13,7553.707,4752.444,950.489,1510.741,2701.29,1955.0,1480.5,2290.84,17468.671,5726.34,23195.011
2011-08-14,7483.804,4708.445,941.689,1496.761,2676.306,1486.0,1117.44,1810.88,17307.005,4414.32,21721.325
2011-08-15,7518.173,4730.105,946.021,1503.635,2688.567,1709.8,1290.6,2044.32,17386.5,5044.72,22431.22
2011-08-16,7550.283,4750.288,950.058,1510.057,2700.057,1958.8,1483.44,2294.6,17460.743,5736.84,23197.583
2011-08-17,7531.561,4738.515,947.703,1506.312,2693.363,1692.8,1277.46,2026.88,17417.454,4997.14,22414.594
2011-08-18,7556.501,4754.182,950.836,1511.3,2702.295,2040.2,1546.5,2374.24,17475.114,5960.94,23436.054
2011-08-19,7312.162,4600.477,920.095,1462.432,2614.904,2151.6,1632.78,2481.44,16910.071,6265.82,23175.891
2011-08-20,7153.526,4500.715,900.143,1430.705,2558.14,510.0,365.28,666.48,16543.229,1541.76,18084.989
2011-08-21,7016.63,4414.651,882.93,1403.326,2509.135,578.8,417.78,755.96,16226.672,1752.54,17979.212
2011-08-22,7000.454,4404.488,880.898,1400.091,2503.335,655.0,476.22,853.4,16189.265,1984.62,18173.885
2011-08-23,7106.179,4470.985,894.197,1421.236,2541.168,1486.0,1117.44,1810.88,16433.765,4414.32,20848.085
2011-08-24,7065.693,4445.484,889.097,1413.139,2526.705,1718.4,1297.14,2053.0,16340.117,5068.54,21408.657
2011-08-25,7221.148,4543.228,908.646,1444.23,2582.346,2174.8,1650.84,2503.52,16699.597,6329.16,23028.757
2011-08-26,7171.265,4511.855,902.371,1434.253,2564.506,1526.6,1148.82,1853.8,16584.25,4529.22,21113.47
2011-08-27,7089.868,4460.681,892.136,1417.974,2535.365,1837.8,1389.72,2174.16,16396.023,5401.68,21797.703
2011-08-28,6972.009,4386.538,877.308,1394.402,2493.207,2278.8,1731.36,2600.96,16123.463,6611.12,22734.583
2011-08-29,6946.36,4370.337,874.067,1389.272,2484.086,2458.0,1870.56,2763.44,16064.123,7092.0,23156.123
2011-08-30,6871.723,4323.405,864.681,1374.345,2457.378,2058.2,1560.42,2391.68,15891.533,6010.3,21901.833
2011-08-31,7096.401,4464.683,892.937,1419.28,2537.779,2000.0,1515.36,2335.04,16411.08,5850.4,22261.48
2011-09-01,7072.79,4449.819,889.964,1414.558,2529.347,1650.0,1244.28,1982.64,16356.478,4876.92,21233.398
2011-09-02,7099.83,4466.803,893.361,1419.966,2539.034,1853.8,1402.08,2190.24,16418.995,5446.12,21865.115
2011-09-03,7030.284,4423.091,884.618,1406.057,2514.139,616.4,446.64,804.4,16258.189,1867.44,18125.629
2011-09-04,6780.752,4266.155,853.231,1356.15,2424.853,338.0,234.3,434.32,15681.141,1006.62,16687.761
2011-09-05,6766.682,4257.313,851.463,1353.336,2419.813,734.2,537.12,952.64,15648.608,2223.96,17872.568
2011-09-06,6836.946,4301.534,860.307,1367.389,2444.926,1226.2,916.5,1528.6,15811.101,3671.3,19482.401
2011-09-07,6737.84,4239.107,847.821,1347.568,2409.54,1343.6,1007.22,1657.68,15581.876,4008.5,19590.376
2011-09-08,6796.381,4275.971,855.194,1359.276,2430.459,811.4,596.46,1047.24,15717.282,2455.1,18172.382
2011-09-09,6674.333,4199.173,839.835,1334.867,2386.816,1107.6,824.88,1395.24,15435.024,3327.72,18762.744
2011-09-10,6560.317,4127.436,825.487,1312.063,2346.043,1339.0,1003.62,1652.6,15171.348,3995.22,19166.568
2011-09-11,6495.175,4086.447,817.289,1299.035,2322.755,974.6,722.34,1241.96,15020.701,2938.9,17959.601
2011-09-12,6333.534,3984.841,796.968,1266.707,2264.887,475.2,338.7,620.36,14646.936,1434.26,16081.196
2011-09-13,6318.404,3975.332,795.066,1263.681,2259.463,570.4,411.48,745.32,14611.945,1727.2,16339.145
2011-09-14,6322.348,3977.8,795.56,1264.47,2260.883,1371.4,1028.82,1687.96,14621.061,4088.18,18709.241
2011-09-15,6409.317,4032.431,806.486,1281.863,2292.049,2260.6,1717.26,2584.08,14822.147,6561.94,21384.087
2011-09-16,6405.222,4029.871,805.974,1281.044,2290.576,1287.4,963.84,1596.28,14812.688,3847.52,18660.208
2011-09-17,6294.253,3960.124,792.025,1258.851,2250.836,522.0,374.34,682.04,14556.089,1578.38,16134.469
2011-09-18,6110.718,3844.654,768.931,1222.144,2185.196,322.0,222.3,412.4,14131.641,956.7,15088.341
2011-09-19,6200.98,3901.382,780.276,1240.196,2217.532,1535.6,1155.72,1863.24,14340.366,4554.56,18894.926
2011-09-20,6302.7,3965.362,793.072,1260.54,2253.922,1472.4,1106.94,1796.4,14575.597,4375.74,18951.337
2011-09-21,6294.679,3960.279,792.056,1258.936,2251.077,676.6,492.9,880.84,14557.026,2050.34,16607.366
2011-09-22,6311.44,3970.863,794.173,1262.288,2257.044,620.6,449.94,809.84,14595.807,1880.38,16476.187
2011-09-23,6133.996,3859.182,771.836,1226.799,2193.619,1126.6,839.58,1416.8,14185.432,3382.98,17568.412
2011-09-24,6135.083,3859.831,771.966,1227.017,2194.033,1041.0,773.52,1319.04,14187.929,3133.56,17321.489
2011-09-25,5948.523,3742.475,748.495,1189.705,2127.302,1183.6,883.56,1481.04,13756.5,3548.2,17304.7
2011-09-26,6028.199,3792.597,758.519,1205.64,2155.805,1069.6,795.54,1351.8,13940.761,3216.94,17157.701
2011-09-27,6123.468,3852.555,770.511,1224.694,2189.852,720.8,526.86,936.0,14161.079,2183.66,16344.739
2011-09-28,6025.12,3790.691,758.138,1205.024,2154.676,416.2,293.64,541.08,13933.65,1250.92,15184.57
2011-09-29,6033.819,3796.141,759.228,1206.764,2157.807,1495.2,1124.46,1820.48,13953.758,4440.14,18393.898
2011-09-30,6054.163,3808.933,761.787,1210.833,2165.084,1296.8,971.1,1606.6,14000.799,3874.5,17875.299
2011-10-01,5831.416,3668.83,733.766,1166.283,2085.4,894.8,660.72,1147.6,13485.695,2703.12,16188.815
2011-10-02,5846.767,3678.467,735.693,1169.353,2090.902,1145.6,854.28,1438.32,13521.182,3438.2,16959.382
2011-10-03,5885.637,3702.896,740.579,1177.127,2104.825,1849.8,1399.02,2186.24,13611.065,5435.06,19046.125
2011-10-04,5852.343,3681.907,736.381,1170.469,2092.953,1535.6,1155.72,1863.24,13534.054,4554.56,18088.614
2011-10-05,5719.825,3598.582,719.716,1143.965,2045.523,1380.8,1035.96,1697.96,13227.611,4114.72,17342.331
2011-10-06,5678.658,3572.688,714.538,1135.732,2030.793,1776.8,1342.38,2112.52,13132.408,5231.7,18364.108
2011-10-07,5754.841,3620.598,724.12,1150.968,2058.058,946.4,700.5,1208.76,13308.584,2855.66,16164.244
2011-10-08,5584.515,3513.462,702.692,1116.903,1997.13,483.0,344.52,630.52,12914.702,1458.04,14372.742
2011-10-09,5572.718,3506.152,701.23,1114.544,1992.82,107.6,64.32,115.8,12887.464,287.72,13175.184
2011-10-10,5674.573,3570.246,714.049,1134.915,2029.237,73.6,40.8,71.76,13123.021,186.16,13309.181
2011-10-11,5503.297,3462.424,692.485,1100.659,1968.03,637.6,463.02,831.56,12726.896,1932.18,14659.076
2011-10-12,5263.484,3311.44,662.288,1052.697,1882.353,2100.4,1593.18,2432.48,12172.262,6126.06,18298.322
2011-10-13,5540.533,3485.688,697.138,1108.107,1981.475,1584.4,1193.58,1914.52,12812.941,4692.5,17505.441
2011-10-14,5247.343,3301.249,660.25,1049.469,1876.61,1376.0,1032.36,1692.96,12134.921,4101.32,16236.241
2011-10-15,5237.709,3295.21,659.042,1047.542,1873.141,2104.0,1595.82,2435.8,12112.644,6135.62,18248.264
2011-10-16,5274.85,3318.582,663.716,1054.97,1886.422,1958.8,1483.44,2294.6,12198.54,5736.84,17935.38
2011-10-17,5257.53,3307.685,661.537,1051.506,1880.232,1472.4,1106.94,1796.4,12158.49,4375.74,16534.23
2011-10-18,5452.616,3430.467,686.093,1090.523,1949.967,554.0,398.94,724.08,12609.666,1677.02,14286.686
2011-10-19,5212.445,3279.343,655.869,1042.489,1864.095,1760.2,1329.6,2095.72,12054.24,5185.52,17239.76
2011-10-20,5265.451,3312.586,662.517,1053.09,1883.124,494.4,353.34,645.88,12176.769,1493.62,13670.389
2011-10-21,5216.339,3281.698,656.34,1043.268,1865.562,904.0,667.92,1158.72,12063.206,2730.64,14793.846
2011-10-22,5077.082,3194.07,638.814,1015.416,1815.769,1709.8,1290.6,2044.32,11741.152,5044.72,16785.872
2011-10-23,5046.591,3174.916,634.983,1009.318,1804.839,1268.6,949.32,1575.6,11670.647,3793.52,15464.167
2011-10-24,5011.205,3152.617,630.523,1002.241,1792.212,1320.2,989.22,1632.24,11588.798,3941.66,15530.458
2011-10-25,4471.688,2813.227,562.645,894.338,1599.238,1764.4,1332.78,2099.92,10341.136,5197.1,15538.236
2011-10-26,4573.11,2877.049,575.41,914.622,1635.503,1714.0,1293.9,2048.68,10575.694,5056.58,15632.274
2011-10-27,4978.593,3132.085,626.417,995.719,1780.563,1264.0,945.66,1570.4,11513.377,3780.06,15293.437
2011-10-28,4577.736,2879.912,575.982,915.547,1637.19,1628.2,1227.48,1960.16,10586.368,4815.84,15402.208
2011-10-29,5144.338,3236.291,647.258,1028.868,1839.886,1022.0,758.88,1297.08,11896.642,3077.96,14974.602
2011-10-30,5096.343,3206.071,641.214,1019.269,1822.745,1343.6,1007.22,1657.68,11785.642,4008.5,15794.142
2011-10-31,5093.391,3204.218,640.844,1018.678,1821.682,1602.0,1207.2,1932.88,11778.813,4742.08,16520.893
2011-11-01,5017.537,3156.494,631.299,1003.507,1794.554,770.2,564.84,997.08,11603.391,2332.12,13935.511
2011-11-02,4958.073,3119.126,623.825,991.615,1773.266,770.2,564.84,997.08,11465.905,2332.12,13798.025
2011-11-03,3591.087,2259.145,451.829,718.217,1284.362,993.6,736.98,1264.04,8304.64,2994.62,11299.26
2011-11-04,4185.856,2633.331,526.666,837.171,1497.067,1436.0,1078.68,1757.44,9680.091,4272.12,13952.211
2011-11-05,4927.615,3099.875,619.975,985.523,1762.433,1610.8,1213.98,1942.04,11395.421,4766.82,16162.241
2011-11-06,4960.041,3120.276,624.055,992.008,1774.039,820.4,603.54,1058.4,11470.419,2482.34,13952.759
2011-11-07,4886.046,3073.734,614.747,977.209,1747.561,518.0,371.28,676.84,11299.296,1566.12,12865.416
2011-11-08,4923.248,3097.17,619.434,984.65,1760.843,463.8,330.0,605.24,11385.344,1399.04,12784.384
2011-11-09,4767.621,2999.297,599.859,953.524,1705.158,416.2,293.64,541.08,11025.459,1250.92,12276.379
2011-11-10,4644.495,2921.857,584.371,928.899,1661.107,164.2,104.88,192.72,10740.729,461.8,11202.529
2011-11-11,4683.627,2946.471,589.294,936.725,1675.104,138.0,85.86,156.64,10831.222,380.5,11211.722
2011-11-12,4683.708,2946.502,589.3,936.742,1675.156,233.0,155.52,288.36,10831.408,676.88,11508.288
2011-11-13,4155.995,2614.518,522.904,831.199,1486.41,616.4,446.64,804.4,9611.026,1867.44,11478.466
2011-11-14,4306.564,2709.235,541.847,861.313,1540.274,908.8,671.52,1164.28,9959.233,2744.6,12703.833
2011-11-15,4539.209,2855.484,571.097,907.842,1623.564,1449.6,1089.3,1772.12,10497.196,4311.02,14808.216
2011-11-16,4114.389,2588.186,517.637,822.878,1471.651,1216.8,909.18,1518.04,9514.741,3644.02,13158.761
2011-11-17,4503.523,2833.014,566.603,900.705,1610.807,659.2,479.58,858.88,10414.652,1997.66,12412.312
2011-11-18,4192.958,2637.697,527.539,838.592,1499.69,1212.0,905.52,1512.8,9696.477,3630.32,13326.797
2011-11-19,4433.105,2788.694,557.739,886.621,1585.64,2238.8,1700.46,2563.88,10251.798,6503.14,16754.938
2011-11-20,4508.402,2836.018,567.204,901.68,1612.606,1628.2,1227.48,1960.16,10425.911,4815.84,15241.751
2011-11-21,4404.039,2770.39,554.078,880.808,1575.265,1517.6,1141.86,1844.32,10184.58,4503.78,14688.36
2011-11-22,4428.852,2786.055,557.211,885.77,1584.086,558.2,402.06,729.36,10241.974,1689.62,11931.594
2011-11-23,4327.993,2722.645,544.529,865.599,1547.983,344.4,239.22,443.24,10008.748,1026.86,11035.608
2011-11-24,4266.585,2683.973,536.795,853.317,1526.058,752.2,550.92,974.84,9866.727,2277.96,12144.687
2011-11-25,3799.557,2390.192,478.038,759.911,1358.999,1557.8,1173.0,1886.68,8786.697,4617.48,13404.177
2011-11-26,4263.904,2682.263,536.453,852.781,1525.116,1155.0,861.6,1449.04,9860.515,3465.64,13326.155
2011-11-27,4267.096,2684.236,536.847,853.419,1526.287,1306.2,978.36,1616.88,9867.884,3901.44,13769.324
2011-11-28,4030.474,2535.407,507.081,806.095,1441.625,1193.0,890.88,1491.64,9320.682,3575.52,12896.202
2011-11-29,4244.761,2670.188,534.038,848.952,1518.291,412.6,290.88,536.24,9816.23,1239.72,11055.95
2011-11-30,4036.579,2539.258,507.852,807.316,1443.802,195.6,127.92,236.32,9334.806,559.84,9894.646
2011-12-01,4122.842,2593.537,518.707,824.568,1474.653,200.4,131.4,242.96,9534.308,574.76,10109.068
2011-12-02,4076.857,2564.629,512.926,815.371,1458.189,595.4,430.56,777.44,9427.973,1803.4,11231.373
2011-12-03,4065.145,2557.262,511.452,813.029,1453.996,427.0,301.86,555.68,9400.885,1284.54,10685.425
2011-12-04,4166.32,2620.929,524.186,833.264,1490.171,222.6,147.84,273.96,9634.87,644.4,10279.27
2011-12-05,4123.717,2594.108,518.822,824.743,1474.946,761.2,557.88,985.96,9536.336,2305.04,11841.376
2011-12-06,4125.517,2595.241,519.048,825.103,1475.597,1436.0,1078.68,1757.44,9540.507,4272.12,13812.627
2011-12-07,3825.83,2406.671,481.334,765.166,1368.434,783.8,575.34,1013.8,8847.436,2372.94,11220.376
2011-12-08,4040.485,2541.711,508.342,808.097,1445.21,2043.8,1549.26,2377.76,9343.845,5970.82,15314.665
2011-12-09,4188.76,2634.946,526.989,837.752,1498.267,1610.8,1213.98,1942.04,9686.715,4766.82,14453.535
2011-12-10,4201.698,2643.087,528.617,840.34,1502.903,797.6,585.9,1030.52,9716.645,2414.02,12130.665
2011-12-11,4158.437,2615.912,523.182,831.687,1487.4,437.8,310.14,570.4,9616.618,1318.34,10934.958
2011-12-12,3965.063,2494.28,498.856,793.013,1418.219,663.6,482.88,864.36,9169.43,2010.84,11180.27
2011-12-13,3934.606,2475.124,495.025,786.921,1407.324,452.6,321.42,590.2,9098.999,1364.22,10463.219
2011-12-14,2829.926,1780.223,356.045,565.985,1012.188,880.8,649.92,1130.88,6544.366,2661.6,9205.966
2011-12-15,3932.549,2473.807,494.761,786.51,1406.603,1988.8,1506.72,2324.12,9094.23,5819.64,14913.87
2011-12-16,3775.096,2374.708,474.942,755.019,1350.331,381.2,267.0,493.52,8730.096,1141.72,9871.816
2011-12-17,4011.067,2523.199,504.64,802.213,1434.688,268.4,181.92,337.8,9275.808,788.12,10063.928
2011-12-18,3682.707,2316.688,463.338,736.541,1317.211,93.4,54.36,97.08,8516.485,244.84,8761.325
2011-12-19,3590.096,2258.491,451.698,718.019,1284.031,156.0,98.82,181.16,8302.335,435.98,8738.315
2011-12-20,3611.521,2271.963,454.393,722.304,1291.703,27.6,12.0,19.48,8351.884,59.08,8410.964
2011-12-21,2628.15,1653.288,330.658,525.63,940.03,1155.0,861.6,1449.04,6077.755,3465.64,9543.395
2011-12-22,3819.815,2402.904,480.581,763.963,1366.27,1306.2,978.36,1616.88,8833.533,3901.44,12734.973
2011-12-23,3855.248,2425.178,485.036,771.05,1378.958,1230.8,920.16,1533.84,8915.47,3684.8,12600.27
2011-12-24,3882.191,2442.075,488.415,776.438,1388.632,1610.8,1213.98,1942.04,8977.752,4766.82,13744.572
2011-12-25,3873.254,2436.422,487.284,774.651,1385.462,1593.2,1200.36,1923.72,8957.073,4717.28,13674.353
2011-12-26,4049.623,2547.4,509.48,809.925,1448.522,650.6,472.92,847.92,9364.949,1971.44,11336.389
2011-12-27,4015.722,2526.113,505.223,803.144,1436.364,681.0,496.26,886.32,9286.567,2063.58,11350.147
2011-12-28,3957.555,2489.522,497.904,791.511,1415.56,300.6,206.1,382.56,9152.053,889.26,10041.313
2011-12-29,3904.795,2456.35,491.27,780.959,1396.684,102.8,60.84,109.36,9030.058,273.0,9303.058
2011-12-30,1749.222,1100.401,220.08,349.844,625.645,119.6,72.72,131.76,4045.193,324.08,4369.273
2011-12-31,3199.409,2012.6,402.52,639.882,1144.381,2007.4,1521.06,2342.24,7398.792,5870.7,13269.492
2012-01-01,4090.898,2573.331,514.666,818.18,1463.313,1837.8,1389.72,2174.16,9460.388,5401.68,14862.068
2012-01-02,3865.323,2431.428,486.286,773.065,1382.629,1813.6,1370.94,2149.76,8938.73,5334.3,14273.03
2012-01-03,4053.762,2549.989,509.998,810.752,1450.013,988.8,733.32,1258.56,9374.514,2980.68,12355.194
2012-01-04,4144.917,2607.349,521.47,828.983,1482.601,689.8,503.04,897.32,9585.32,2090.16,11675.48
2012-01-05,4174.834,2626.147,525.229,834.967,1493.325,1202.6,898.2,1502.24,9654.502,3603.04,13257.542
2012-01-06,4228.915,2660.119,532.024,845.783,1512.699,716.4,523.44,930.48,9779.541,2170.32,11949.861
2012-01-07,4274.202,2688.647,537.729,854.84,1528.869,193.4,126.18,233.04,9884.288,552.62,10436.908
2012-01-08,3941.456,2479.329,495.866,788.291,1409.855,1164.6,868.92,1459.72,9114.798,3493.24,12608.038
2012-01-09,4123.444,2593.768,518.754,824.689,1474.98,946.4,700.5,1208.76,9535.635,2855.66,12391.295
2012-01-10,3934.609,2475.039,495.008,786.922,1407.391,391.4,274.86,507.64,9098.968,1173.9,10272.868
2012-01-11,4112.817,2587.083,517.417,822.563,1471.18,1970.2,1492.2,2305.72,9511.06,5768.12,15279.18
2012-01-12,4314.965,2714.199,542.84,862.993,1543.517,1637.0,1234.2,1969.2,9978.514,4840.4,14818.914
2012-01-13,4156.443,2614.48,522.896,831.289,1486.814,2151.6,1632.78,2481.44,9611.921,6265.82,15877.741
2012-01-14,4369.381,2748.417,549.683,873.876,1562.993,820.4,603.54,1058.4,10104.35,2482.34,12586.69
2012-01-15,4477.356,2816.402,563.28,895.471,1601.571,848.2,624.84,1091.88,10354.082,2564.92,12919.002
2012-01-16,4483.091,2819.991,563.998,896.618,1603.636,1449.6,1089.3,1772.12,10367.335,4311.02,14678.355
2012-01-17,3716.625,2337.896,467.579,743.325,1329.441,574.6,414.6,750.64,8594.866,1739.84,10334.706
2012-01-18,4451.621,2800.252,560.05,890.324,1592.33,927.6,686.04,1186.52,10294.577,2800.16,13094.737
2012-01-19,3960.072,2491.039,498.208,792.014,1416.512,1841.8,1392.78,2178.2,9157.845,5412.78,14570.625
2012-01-20,4252.594,2674.974,534.995,850.519,1521.201,1772.6,1339.2,2108.32,9834.282,5220.12,15054.402
2012-01-21,4666.111,2935.075,587.015,933.222,1669.133,595.4,430.56,777.44,10790.557,1803.4,12593.957
2012-01-22,4217.183,2652.692,530.538,843.437,1508.547,2178.2,1653.36,2506.64,9752.397,6338.2,16090.597
2012-01-23,4433.347,2788.692,557.738,886.669,1585.841,1315.6,985.56,1627.12,10252.288,3928.28,14180.568
